genes	class	species
Gm44257	predict_gene_Gm	mice
Gm44151	predict_gene_Gm	mice
Gm44160	predict_gene_Gm	mice
Gm15929	predict_gene_Gm	mice
Gm15448	predict_gene_Gm	mice
Gm14548	predict_gene_Gm	mice
Gm15494	predict_gene_Gm	mice
Gm15873	predict_gene_Gm	mice
Gm15510	predict_gene_Gm	mice
Gm5065	predict_gene_Gm	mice
Gm6792	predict_gene_Gm	mice
Gm20715	predict_gene_Gm	mice
Gm10302	predict_gene_Gm	mice
Gm29638	predict_gene_Gm	mice
Gm29443	predict_gene_Gm	mice
Gm29442	predict_gene_Gm	mice
Gm26821	predict_gene_Gm	mice
Gm4969	predict_gene_Gm	mice
Gm26802	predict_gene_Gm	mice
Gm26852	predict_gene_Gm	mice
Gm26890	predict_gene_Gm	mice
Gm20512	predict_gene_Gm	mice
Gm26600	predict_gene_Gm	mice
Gm16175	predict_gene_Gm	mice
Gm16174	predict_gene_Gm	mice
Gm19345	predict_gene_Gm	mice
Gm16251	predict_gene_Gm	mice
Gm16442	predict_gene_Gm	mice
Gm6164	predict_gene_Gm	mice
Gm4498	predict_gene_Gm	mice
Gm4133	predict_gene_Gm	mice
Gm5728	predict_gene_Gm	mice
Gm10670	predict_gene_Gm	mice
Gm5726	predict_gene_Gm	mice
Gm4141	predict_gene_Gm	mice
Gm10668	predict_gene_Gm	mice
Gm5157	predict_gene_Gm	mice
Gm6882	predict_gene_Gm	mice
Gm4175	predict_gene_Gm	mice
Gm4177	predict_gene_Gm	mice
Gm5725	predict_gene_Gm	mice
Gm5891	predict_gene_Gm	mice
Gm6176	predict_gene_Gm	mice
Gm16451	predict_gene_Gm	mice
Gm10666	predict_gene_Gm	mice
Gm8653	predict_gene_Gm	mice
Gm8453	predict_gene_Gm	mice
Gm4187	predict_gene_Gm	mice
Gm8660	predict_gene_Gm	mice
Gm10665	predict_gene_Gm	mice
Gm8677	predict_gene_Gm	mice
Gm4201	predict_gene_Gm	mice
Gm4565	predict_gene_Gm	mice
Gm8693	predict_gene_Gm	mice
Gm4567	predict_gene_Gm	mice
Gm4214	predict_gene_Gm	mice
Gm4216	predict_gene_Gm	mice
Gm8720	predict_gene_Gm	mice
Gm10662	predict_gene_Gm	mice
Gm6902	predict_gene_Gm	mice
Gm26550	predict_gene_Gm	mice
Gm4763	predict_gene_Gm	mice
Gm9844	predict_gene_Gm	mice
Gm26707	predict_gene_Gm	mice
Gm15883	predict_gene_Gm	mice
Gm21983	predict_gene_Gm	mice
Gm15567	predict_gene_Gm	mice
Gm20479	predict_gene_Gm	mice
Gm15541	predict_gene_Gm	mice
Gm26891	predict_gene_Gm	mice
Gmfg	predict_gene_Gm	mice
Gm26604	predict_gene_Gm	mice
Gm16282	predict_gene_Gm	mice
Gm29326	predict_gene_Gm	mice
Gm26554	predict_gene_Gm	mice
Gm26920	predict_gene_Gm	mice
Gm5113	predict_gene_Gm	mice
Gm26810	predict_gene_Gm	mice
Gm26610	predict_gene_Gm	mice
Gm26935	predict_gene_Gm	mice
Gm29439	predict_gene_Gm	mice
Gm29440	predict_gene_Gm	mice
Gm17077	predict_gene_Gm	mice
Gm4673	predict_gene_Gm	mice
Gm10640	predict_gene_Gm	mice
Gm12763	predict_gene_Gm	mice
Gm26762	predict_gene_Gm	mice
Gm12762	predict_gene_Gm	mice
Gm12758	predict_gene_Gm	mice
Gm6096	predict_gene_Gm	mice
Gm12764	predict_gene_Gm	mice
Gm12766	predict_gene_Gm	mice
Gm12784	predict_gene_Gm	mice
Gm12781	predict_gene_Gm	mice
Gm12756	predict_gene_Gm	mice
Gm26790	predict_gene_Gm	mice
Gm28514	predict_gene_Gm	mice
Gm29129	predict_gene_Gm	mice
Gm28078	predict_gene_Gm	mice
Gm28076	predict_gene_Gm	mice
Gm28075	predict_gene_Gm	mice
Gm28077	predict_gene_Gm	mice
Gm29087	predict_gene_Gm	mice
Gm5591	predict_gene_Gm	mice
Gm5114	predict_gene_Gm	mice
Gm37494	predict_gene_Gm	mice
Gm26526	predict_gene_Gm	mice
Gm28807	predict_gene_Gm	mice
Gm28307	predict_gene_Gm	mice
Gm4884	predict_gene_Gm	mice
Gm5592	predict_gene_Gm	mice
Gm17102	predict_gene_Gm	mice
Gm20449	predict_gene_Gm	mice
Gm6871	predict_gene_Gm	mice
Gm21028	predict_gene_Gm	mice
Gm7221	predict_gene_Gm	mice
Gm5595	predict_gene_Gm	mice
Gm17067	predict_gene_Gm	mice
Gm2381	predict_gene_Gm	mice
Gm9268	predict_gene_Gm	mice
Gm17768	predict_gene_Gm	mice
Gm38999	predict_gene_Gm	mice
Gm42419	predict_gene_Gm	mice
Gm15396	predict_gene_Gm	mice
Gm15545	predict_gene_Gm	mice
Gm15700	predict_gene_Gm	mice
Gm9999	predict_gene_Gm	mice
Gm14377	predict_gene_Gm	mice
Gm2788	predict_gene_Gm	mice
Gm26856	predict_gene_Gm	mice
Gm29296	predict_gene_Gm	mice
Gm9962	predict_gene_Gm	mice
Gm38393	predict_gene_Gm	mice
Gm9801	predict_gene_Gm	mice
Gm20670	predict_gene_Gm	mice
Gm20457	predict_gene_Gm	mice
Gm7546	predict_gene_Gm	mice
Gm26827	predict_gene_Gm	mice
Gm10974	predict_gene_Gm	mice
Gm16157	predict_gene_Gm	mice
Gm16158	predict_gene_Gm	mice
Gm29327	predict_gene_Gm	mice
Gm28258	predict_gene_Gm	mice
Gm29328	predict_gene_Gm	mice
Gm10295	predict_gene_Gm	mice
Gm29295	predict_gene_Gm	mice
Gm28745	predict_gene_Gm	mice
Gm28744	predict_gene_Gm	mice
Gm28746	predict_gene_Gm	mice
Gm10619	predict_gene_Gm	mice
Gm7580	predict_gene_Gm	mice
Gm9885	predict_gene_Gm	mice
Gm26633	predict_gene_Gm	mice
Gm26646	predict_gene_Gm	mice
Gm15880	predict_gene_Gm	mice
Gm10160	predict_gene_Gm	mice
Gm10610	predict_gene_Gm	mice
Gm16638	predict_gene_Gm	mice
Gm2115	predict_gene_Gm	mice
Gm26522	predict_gene_Gm	mice
Gm26944	predict_gene_Gm	mice
Gm26981	predict_gene_Gm	mice
Gm9934	predict_gene_Gm	mice
Gm15412	predict_gene_Gm	mice
Gm15414	predict_gene_Gm	mice
Gm15413	predict_gene_Gm	mice
Gm15416	predict_gene_Gm	mice
Gm26705	predict_gene_Gm	mice
Gm10605	predict_gene_Gm	mice
Gm15635	predict_gene_Gm	mice
Gm10603	predict_gene_Gm	mice
Gm15135	predict_gene_Gm	mice
Gm15133	predict_gene_Gm	mice
Gm5900	predict_gene_Gm	mice
Gm5901	predict_gene_Gm	mice
Gm4070	predict_gene_Gm	mice
Gm10081	predict_gene_Gm	mice
Gm26599	predict_gene_Gm	mice
Gm28863	predict_gene_Gm	mice
Gm16336	predict_gene_Gm	mice
Gm5600	predict_gene_Gm	mice
Gm29507	predict_gene_Gm	mice
Gm4353	predict_gene_Gm	mice
Gm15774	predict_gene_Gm	mice
Gm15489	predict_gene_Gm	mice
Gm27040	predict_gene_Gm	mice
Gm15339	predict_gene_Gm	mice
Gm42742	predict_gene_Gm	mice
Gm42715	predict_gene_Gm	mice
Gm28198	predict_gene_Gm	mice
Gm21974	predict_gene_Gm	mice
Gm26690	predict_gene_Gm	mice
Gm15533	predict_gene_Gm	mice
Gm4275	predict_gene_Gm	mice
Gm5602	predict_gene_Gm	mice
Gm15677	predict_gene_Gm	mice
Gm16764	predict_gene_Gm	mice
Gm15582	predict_gene_Gm	mice
Gm15718	predict_gene_Gm	mice
Gm28747	predict_gene_Gm	mice
Gm2044	predict_gene_Gm	mice
Gm17387	predict_gene_Gm	mice
Gm16982	predict_gene_Gm	mice
Gm4553	predict_gene_Gm	mice
Gm10153	predict_gene_Gm	mice
Gm2431	predict_gene_Gm	mice
Gm4559	predict_gene_Gm	mice
Gm6471	predict_gene_Gm	mice
Gm28821	predict_gene_Gm	mice
Gm15579	predict_gene_Gm	mice
Gm498	predict_gene_Gm	mice
Gm14372	predict_gene_Gm	mice
Gm26793	predict_gene_Gm	mice
Gm26752	predict_gene_Gm	mice
Gm21781	predict_gene_Gm	mice
Gm10097	predict_gene_Gm	mice
Gm10945	predict_gene_Gm	mice
Gm26674	predict_gene_Gm	mice
Gm28904	predict_gene_Gm	mice
Gm9930	predict_gene_Gm	mice
Gm28905	predict_gene_Gm	mice
Gm10944	predict_gene_Gm	mice
Gm16577	predict_gene_Gm	mice
Gm9797	predict_gene_Gm	mice
Gm26835	predict_gene_Gm	mice
Gm28289	predict_gene_Gm	mice
Gm16234	predict_gene_Gm	mice
Gm20655	predict_gene_Gm	mice
Gm10827	predict_gene_Gm	mice
Gm4922	predict_gene_Gm	mice
Gm26577	predict_gene_Gm	mice
Gm5420	predict_gene_Gm	mice
Gm29323	predict_gene_Gm	mice
Gm26740	predict_gene_Gm	mice
Gm26581	predict_gene_Gm	mice
Gm10825	predict_gene_Gm	mice
Gm15137	predict_gene_Gm	mice
Gm15271	predict_gene_Gm	mice
Gm29571	predict_gene_Gm	mice
Gm9767	predict_gene_Gm	mice
Gm9996	predict_gene_Gm	mice
Gm5422	predict_gene_Gm	mice
Gm15939	predict_gene_Gm	mice
Gm4794	predict_gene_Gm	mice
Gm17567	predict_gene_Gm	mice
Gm26564	predict_gene_Gm	mice
Gm26535	predict_gene_Gm	mice
Gm16364	predict_gene_Gm	mice
Gm16365	predict_gene_Gm	mice
Gm26824	predict_gene_Gm	mice
Gm17196	predict_gene_Gm	mice
Gm29095	predict_gene_Gm	mice
Gm29096	predict_gene_Gm	mice
Gm6976	predict_gene_Gm	mice
Gm15200	predict_gene_Gm	mice
Gm15199	predict_gene_Gm	mice
Gm26860	predict_gene_Gm	mice
Gm29245	predict_gene_Gm	mice
Gm29246	predict_gene_Gm	mice
Gm9803	predict_gene_Gm	mice
Gm15934	predict_gene_Gm	mice
Gm26543	predict_gene_Gm	mice
Gm26741	predict_gene_Gm	mice
Gm16998	predict_gene_Gm	mice
Gm9956	predict_gene_Gm	mice
Gm4981	predict_gene_Gm	mice
Gm17542	predict_gene_Gm	mice
Gm10273	predict_gene_Gm	mice
Gm10322	predict_gene_Gm	mice
Gm17059	predict_gene_Gm	mice
Gm17455	predict_gene_Gm	mice
Gm26947	predict_gene_Gm	mice
Gm20611	predict_gene_Gm	mice
Gm20625	predict_gene_Gm	mice
Gm20610	predict_gene_Gm	mice
Gm5424	predict_gene_Gm	mice
Gm16135	predict_gene_Gm	mice
Gm16143	predict_gene_Gm	mice
Gm26789	predict_gene_Gm	mice
Gm16145	predict_gene_Gm	mice
Gm7075	predict_gene_Gm	mice
Gm10118	predict_gene_Gm	mice
Gm28881	predict_gene_Gm	mice
Gm28139	predict_gene_Gm	mice
Gm26576	predict_gene_Gm	mice
Gm10797	predict_gene_Gm	mice
Gm16212	predict_gene_Gm	mice
Gm7097	predict_gene_Gm	mice
Gm15647	predict_gene_Gm	mice
Gm20609	predict_gene_Gm	mice
Gm9923	predict_gene_Gm	mice
Gm15398	predict_gene_Gm	mice
Gm20441	predict_gene_Gm	mice
Gm867	predict_gene_Gm	mice
Gm5134	predict_gene_Gm	mice
Gm16220	predict_gene_Gm	mice
Gm16222	predict_gene_Gm	mice
Gm16240	predict_gene_Gm	mice
Gm15343	predict_gene_Gm	mice
Gm10787	predict_gene_Gm	mice
Gm10941	predict_gene_Gm	mice
Gm19402	predict_gene_Gm	mice
Gm10272	predict_gene_Gm	mice
Gm10024	predict_gene_Gm	mice
Gm10142	predict_gene_Gm	mice
Gm10100	predict_gene_Gm	mice
Gm3233	predict_gene_Gm	mice
Gm3238	predict_gene_Gm	mice
Gm7138	predict_gene_Gm	mice
Gm3250	predict_gene_Gm	mice
Gm7137	predict_gene_Gm	mice
Gm19668	predict_gene_Gm	mice
Gm9507	predict_gene_Gm	mice
Gm10146	predict_gene_Gm	mice
Gm9978	predict_gene_Gm	mice
Gm17134	predict_gene_Gm	mice
Gm26602	predict_gene_Gm	mice
Gm15122	predict_gene_Gm	mice
Gm15123	predict_gene_Gm	mice
Gm15124	predict_gene_Gm	mice
Gm26710	predict_gene_Gm	mice
Gm26541	predict_gene_Gm	mice
Gm17151	predict_gene_Gm	mice
Gm16099	predict_gene_Gm	mice
Gm16315	predict_gene_Gm	mice
Gm16104	predict_gene_Gm	mice
Gm16105	predict_gene_Gm	mice
Gm15917	predict_gene_Gm	mice
Gm26896	predict_gene_Gm	mice
Gm10778	predict_gene_Gm	mice
Gm3055	predict_gene_Gm	mice
Gm4767	predict_gene_Gm	mice
Gm15608	predict_gene_Gm	mice
Gm4924	predict_gene_Gm	mice
Gm1553	predict_gene_Gm	mice
Gm4799	predict_gene_Gm	mice
Gm17249	predict_gene_Gm	mice
Gm8394	predict_gene_Gm	mice
Gm15990	predict_gene_Gm	mice
Gm6729	predict_gene_Gm	mice
Gm5174	predict_gene_Gm	mice
Gm16268	predict_gene_Gm	mice
Gm16280	predict_gene_Gm	mice
Gm16271	predict_gene_Gm	mice
Gm26546	predict_gene_Gm	mice
Gm16235	predict_gene_Gm	mice
Gm26765	predict_gene_Gm	mice
Gm26700	predict_gene_Gm	mice
Gm20757	predict_gene_Gm	mice
Gm15915	predict_gene_Gm	mice
Gm4792	predict_gene_Gm	mice
Gm5426	predict_gene_Gm	mice
Gm10754	predict_gene_Gm	mice
Gm16239	predict_gene_Gm	mice
Gm9476	predict_gene_Gm	mice
Gm4301	predict_gene_Gm	mice
Gm4302	predict_gene_Gm	mice
Gm4303	predict_gene_Gm	mice
Gm4305	predict_gene_Gm	mice
Gm4307	predict_gene_Gm	mice
Gm4308	predict_gene_Gm	mice
Gm4312	predict_gene_Gm	mice
Gm4781	predict_gene_Gm	mice
Gm17028	predict_gene_Gm	mice
Gm21293	predict_gene_Gm	mice
Gm6763	predict_gene_Gm	mice
Gm8764	predict_gene_Gm	mice
Gm21304	predict_gene_Gm	mice
Gm21312	predict_gene_Gm	mice
Gm20765	predict_gene_Gm	mice
Gm4340	predict_gene_Gm	mice
Gm28592	predict_gene_Gm	mice
Gm26596	predict_gene_Gm	mice
Gm15723	predict_gene_Gm	mice
Gm26579	predict_gene_Gm	mice
Gm10271	predict_gene_Gm	mice
Gm10936	predict_gene_Gm	mice
Gm16321	predict_gene_Gm	mice
Gm4473	predict_gene_Gm	mice
Gm16217	predict_gene_Gm	mice
Gm16229	predict_gene_Gm	mice
Gm16230	predict_gene_Gm	mice
Gm28046	predict_gene_Gm	mice
Gm26847	predict_gene_Gm	mice
Gm17201	predict_gene_Gm	mice
Gm29585	predict_gene_Gm	mice
Gm26876	predict_gene_Gm	mice
Gm44444	predict_gene_Gm	mice
Gm10310	predict_gene_Gm	mice
Gm16180	predict_gene_Gm	mice
Gm16553	predict_gene_Gm	mice
Gm26750	predict_gene_Gm	mice
Gm6410	predict_gene_Gm	mice
Gm17215	predict_gene_Gm	mice
Gm10217	predict_gene_Gm	mice
Gm10067	predict_gene_Gm	mice
Gm15418	predict_gene_Gm	mice
Gm15419	predict_gene_Gm	mice
Gm15875	predict_gene_Gm	mice
Gm29175	predict_gene_Gm	mice
Gm15348	predict_gene_Gm	mice
Gm15350	predict_gene_Gm	mice
Gm15347	predict_gene_Gm	mice
Gm15353	predict_gene_Gm	mice
Gm15351	predict_gene_Gm	mice
Gm17023	predict_gene_Gm	mice
Gm7676	predict_gene_Gm	mice
Gm10699	predict_gene_Gm	mice
Gm16350	predict_gene_Gm	mice
Gm16346	predict_gene_Gm	mice
Gm16347	predict_gene_Gm	mice
Gm6483	predict_gene_Gm	mice
Gm26853	predict_gene_Gm	mice
Gm26804	predict_gene_Gm	mice
Gm15319	predict_gene_Gm	mice
Gm21092	predict_gene_Gm	mice
Gm21119	predict_gene_Gm	mice
Gm20946	predict_gene_Gm	mice
Gm15056	predict_gene_Gm	mice
Gm6040	predict_gene_Gm	mice
Gm10104	predict_gene_Gm	mice
Gm14851	predict_gene_Gm	mice
Gm15284	predict_gene_Gm	mice
Gm15293	predict_gene_Gm	mice
Gm15292	predict_gene_Gm	mice
Gm15299	predict_gene_Gm	mice
Gm21002	predict_gene_Gm	mice
Gm21498	predict_gene_Gm	mice
Gm7849	predict_gene_Gm	mice
Gm15308	predict_gene_Gm	mice
Gm14850	predict_gene_Gm	mice
Gm6696	predict_gene_Gm	mice
Gm7861	predict_gene_Gm	mice
Gm15315	predict_gene_Gm	mice
Gm17491	predict_gene_Gm	mice
Gm26909	predict_gene_Gm	mice
Gm15346	predict_gene_Gm	mice
Gm15816	predict_gene_Gm	mice
Gm26714	predict_gene_Gm	mice
Gm17484	predict_gene_Gm	mice
Gm1698	predict_gene_Gm	mice
Gm26795	predict_gene_Gm	mice
Gm5117	predict_gene_Gm	mice
Gm26578	predict_gene_Gm	mice
Gm3985	predict_gene_Gm	mice
Gm26632	predict_gene_Gm	mice
Gm9951	predict_gene_Gm	mice
Gm26768	predict_gene_Gm	mice
Gm29243	predict_gene_Gm	mice
Gm4889	predict_gene_Gm	mice
Gm29174	predict_gene_Gm	mice
Gm16793	predict_gene_Gm	mice
Gm26584	predict_gene_Gm	mice
Gm16192	predict_gene_Gm	mice
Gm16193	predict_gene_Gm	mice
Gm5346	predict_gene_Gm	mice
Gm2366	predict_gene_Gm	mice
Gm16351	predict_gene_Gm	mice
Gm15634	predict_gene_Gm	mice
Gm10083	predict_gene_Gm	mice
Gm15758	predict_gene_Gm	mice
Gm29173	predict_gene_Gm	mice
Gm28063	predict_gene_Gm	mice
Gm26905	predict_gene_Gm	mice
Gm15882	predict_gene_Gm	mice
Gm10283	predict_gene_Gm	mice
Gm16178	predict_gene_Gm	mice
Gm10663	predict_gene_Gm	mice
Gm15354	predict_gene_Gm	mice
Gm15356	predict_gene_Gm	mice
Gm10660	predict_gene_Gm	mice
Gm9755	predict_gene_Gm	mice
Gm15991	predict_gene_Gm	mice
Gm21807	predict_gene_Gm	mice
Gm26659	predict_gene_Gm	mice
Gm15656	predict_gene_Gm	mice
Gm15716	predict_gene_Gm	mice
Gm15717	predict_gene_Gm	mice
Gm10033	predict_gene_Gm	mice
Gm10311	predict_gene_Gm	mice
Gm9495	predict_gene_Gm	mice
Gm43263	predict_gene_Gm	mice
Gm7697	predict_gene_Gm	mice
Gm20422	predict_gene_Gm	mice
Gmip	predict_gene_Gm	mice
Gm11175	predict_gene_Gm	mice
Gm3336	predict_gene_Gm	mice
Gm10654	predict_gene_Gm	mice
Gm17576	predict_gene_Gm	mice
Gm26586	predict_gene_Gm	mice
Gm11034	predict_gene_Gm	mice
Gm10282	predict_gene_Gm	mice
Gm17435	predict_gene_Gm	mice
Gm11033	predict_gene_Gm	mice
Gm4890	predict_gene_Gm	mice
Gm27048	predict_gene_Gm	mice
Gm9725	predict_gene_Gm	mice
Gm10645	predict_gene_Gm	mice
Gm26721	predict_gene_Gm	mice
Gm10644	predict_gene_Gm	mice
Gm10643	predict_gene_Gm	mice
Gm26887	predict_gene_Gm	mice
Gm26532	predict_gene_Gm	mice
Gm16183	predict_gene_Gm	mice
Gm26664	predict_gene_Gm	mice
Gm5741	predict_gene_Gm	mice
Gm10638	predict_gene_Gm	mice
Gm27167	predict_gene_Gm	mice
Gm27168	predict_gene_Gm	mice
Gm5118	predict_gene_Gm	mice
Gm27246	predict_gene_Gm	mice
Gm10637	predict_gene_Gm	mice
Gm27169	predict_gene_Gm	mice
Gm27207	predict_gene_Gm	mice
Gm19872	predict_gene_Gm	mice
Gm2694	predict_gene_Gm	mice
Gm27016	predict_gene_Gm	mice
Gm2716	predict_gene_Gm	mice
Gm6625	predict_gene_Gm	mice
Gm6658	predict_gene_Gm	mice
Gm3235	predict_gene_Gm	mice
Gm28511	predict_gene_Gm	mice
Gm28515	predict_gene_Gm	mice
Gm28516	predict_gene_Gm	mice
Gm21817	predict_gene_Gm	mice
Gm29177	predict_gene_Gm	mice
Gm26843	predict_gene_Gm	mice
Gm15889	predict_gene_Gm	mice
Gm15890	predict_gene_Gm	mice
Gm10094	predict_gene_Gm	mice
Gm15679	predict_gene_Gm	mice
Gm8730	predict_gene_Gm	mice
Gm10631	predict_gene_Gm	mice
Gm11020	predict_gene_Gm	mice
Gm3830	predict_gene_Gm	mice
Gm38250	predict_gene_Gm	mice
Gm5914	predict_gene_Gm	mice
Gm16156	predict_gene_Gm	mice
Gm26786	predict_gene_Gm	mice
Gm10629	predict_gene_Gm	mice
Gm10073	predict_gene_Gm	mice
Gm16208	predict_gene_Gm	mice
Gm20686	predict_gene_Gm	mice
Gm17344	predict_gene_Gm	mice
Gm17720	predict_gene_Gm	mice
Gm21964	predict_gene_Gm	mice
Gm26832	predict_gene_Gm	mice
Gm15894	predict_gene_Gm	mice
Gm15895	predict_gene_Gm	mice
Gm26816	predict_gene_Gm	mice
Gm6793	predict_gene_Gm	mice
Gm26994	predict_gene_Gm	mice
Gm16116	predict_gene_Gm	mice
Gm16117	predict_gene_Gm	mice
Gm16118	predict_gene_Gm	mice
Gm15655	predict_gene_Gm	mice
Gm15395	predict_gene_Gm	mice
Gm20388	predict_gene_Gm	mice
Gm15684	predict_gene_Gm	mice
Gm10614	predict_gene_Gm	mice
Gm26739	predict_gene_Gm	mice
Gm27021	predict_gene_Gm	mice
Gm26537	predict_gene_Gm	mice
Gm26878	predict_gene_Gm	mice
Gm28324	predict_gene_Gm	mice
Gm26815	predict_gene_Gm	mice
Gm26747	predict_gene_Gm	mice
Gm26784	predict_gene_Gm	mice
Gm27045	predict_gene_Gm	mice
Gm27030	predict_gene_Gm	mice
Gm20406	predict_gene_Gm	mice
Gm26812	predict_gene_Gm	mice
Gm27011	predict_gene_Gm	mice
Gm22	predict_gene_Gm	mice
Gm10612	predict_gene_Gm	mice
Gm15775	predict_gene_Gm	mice
Gm16237	predict_gene_Gm	mice
Gm17296	predict_gene_Gm	mice
Gm26759	predict_gene_Gm	mice
Gm3952	predict_gene_Gm	mice
Gm10999	predict_gene_Gm	mice
Gm2888	predict_gene_Gm	mice
Gm2897	predict_gene_Gm	mice
Gm10340	predict_gene_Gm	mice
Gm5795	predict_gene_Gm	mice
Gm2956	predict_gene_Gm	mice
Gm10413	predict_gene_Gm	mice
Gm10409	predict_gene_Gm	mice
Gm3005	predict_gene_Gm	mice
Gm10408	predict_gene_Gm	mice
Gm3012	predict_gene_Gm	mice
Gm3020	predict_gene_Gm	mice
Gm3043	predict_gene_Gm	mice
Gm3002	predict_gene_Gm	mice
Gm3033	predict_gene_Gm	mice
Gm2916	predict_gene_Gm	mice
Gm3029	predict_gene_Gm	mice
Gm3095	predict_gene_Gm	mice
Gm3099	predict_gene_Gm	mice
Gm5796	predict_gene_Gm	mice
Gm3115	predict_gene_Gm	mice
Gm8108	predict_gene_Gm	mice
Gm3127	predict_gene_Gm	mice
Gm2974	predict_gene_Gm	mice
Gm3138	predict_gene_Gm	mice
Gm3149	predict_gene_Gm	mice
Gm3159	predict_gene_Gm	mice
Gm3164	predict_gene_Gm	mice
Gm3173	predict_gene_Gm	mice
Gm3182	predict_gene_Gm	mice
Gm3047	predict_gene_Gm	mice
Gm8159	predict_gene_Gm	mice
Gm3239	predict_gene_Gm	mice
Gm7876	predict_gene_Gm	mice
Gm3252	predict_gene_Gm	mice
Gm9602	predict_gene_Gm	mice
Gm3269	predict_gene_Gm	mice
Gm3264	predict_gene_Gm	mice
Gm3278	predict_gene_Gm	mice
Gm8297	predict_gene_Gm	mice
Gm3298	predict_gene_Gm	mice
Gm8281	predict_gene_Gm	mice
Gm8279	predict_gene_Gm	mice
Gm3317	predict_gene_Gm	mice
Gm8271	predict_gene_Gm	mice
Gm3526	predict_gene_Gm	mice
Gm3542	predict_gene_Gm	mice
Gm3500	predict_gene_Gm	mice
Gm3194	predict_gene_Gm	mice
Gm8246	predict_gene_Gm	mice
Gm3187	predict_gene_Gm	mice
Gm3488	predict_gene_Gm	mice
Gm3532	predict_gene_Gm	mice
Gm3383	predict_gene_Gm	mice
Gm8265	predict_gene_Gm	mice
Gm9603	predict_gene_Gm	mice
Gm3373	predict_gene_Gm	mice
Gm3424	predict_gene_Gm	mice
Gm8237	predict_gene_Gm	mice
Gm3248	predict_gene_Gm	mice
Gm3453	predict_gene_Gm	mice
Gm8206	predict_gene_Gm	mice
Gm3468	predict_gene_Gm	mice
Gm6337	predict_gene_Gm	mice
Gm3476	predict_gene_Gm	mice
Gm21560	predict_gene_Gm	mice
Gm3411	predict_gene_Gm	mice
Gm21103	predict_gene_Gm	mice
Gm3618	predict_gene_Gm	mice
Gm16440	predict_gene_Gm	mice
Gm3591	predict_gene_Gm	mice
Gm3594	predict_gene_Gm	mice
Gm8356	predict_gene_Gm	mice
Gm3629	predict_gene_Gm	mice
Gm3460	predict_gene_Gm	mice
Gm10251	predict_gene_Gm	mice
Gm8050	predict_gene_Gm	mice
Gm3636	predict_gene_Gm	mice
Gm8362	predict_gene_Gm	mice
Gm3642	predict_gene_Gm	mice
Gm3667	predict_gene_Gm	mice
Gm6356	predict_gene_Gm	mice
Gm10406	predict_gene_Gm	mice
Gm3685	predict_gene_Gm	mice
Gm3696	predict_gene_Gm	mice
Gm6676	predict_gene_Gm	mice
Gm3512	predict_gene_Gm	mice
Gm16434	predict_gene_Gm	mice
Gm3727	predict_gene_Gm	mice
Gm3739	predict_gene_Gm	mice
Gm5797	predict_gene_Gm	mice
Gm8374	predict_gene_Gm	mice
Gm10339	predict_gene_Gm	mice
Gm3755	predict_gene_Gm	mice
Gm3752	predict_gene_Gm	mice
Gm3558	predict_gene_Gm	mice
Gm10338	predict_gene_Gm	mice
Gm10128	predict_gene_Gm	mice
Gm26661	predict_gene_Gm	mice
Gm3839	predict_gene_Gm	mice
Gm3848	predict_gene_Gm	mice
Gm5087	predict_gene_Gm	mice
Gm281	predict_gene_Gm	mice
Gm11100	predict_gene_Gm	mice
Gm9637	predict_gene_Gm	mice
Gm21738	predict_gene_Gm	mice
Gm2244	predict_gene_Gm	mice
Gm2237	predict_gene_Gm	mice
Gm5458	predict_gene_Gm	mice
Gm15935	predict_gene_Gm	mice
Gm10248	predict_gene_Gm	mice
Gm29626	predict_gene_Gm	mice
Gm10398	predict_gene_Gm	mice
Gm26660	predict_gene_Gm	mice
Gm26772	predict_gene_Gm	mice
Gm9780	predict_gene_Gm	mice
Gm2178	predict_gene_Gm	mice
Gm2670	predict_gene_Gm	mice
Gm17210	predict_gene_Gm	mice
Gm2990	predict_gene_Gm	mice
Gm28651	predict_gene_Gm	mice
Gm15512	predict_gene_Gm	mice
Gm5460	predict_gene_Gm	mice
Gm17110	predict_gene_Gm	mice
Gm20641	predict_gene_Gm	mice
Gm20642	predict_gene_Gm	mice
Gm2832	predict_gene_Gm	mice
Gm5798	predict_gene_Gm	mice
Gm7945	predict_gene_Gm	mice
Gm6482	predict_gene_Gm	mice
Gm7954	predict_gene_Gm	mice
Gm3486	predict_gene_Gm	mice
Gm7970	predict_gene_Gm	mice
Gm3072	predict_gene_Gm	mice
Gm3676	predict_gene_Gm	mice
Gm8068	predict_gene_Gm	mice
Gm7929	predict_gene_Gm	mice
Gm7980	predict_gene_Gm	mice
Gm6401	predict_gene_Gm	mice
Gm3543	predict_gene_Gm	mice
Gm7951	predict_gene_Gm	mice
Gm17027	predict_gene_Gm	mice
Gm3573	predict_gene_Gm	mice
Gm17026	predict_gene_Gm	mice
Gm9611	predict_gene_Gm	mice
Gm7995	predict_gene_Gm	mice
Gm8005	predict_gene_Gm	mice
Gm8011	predict_gene_Gm	mice
Gm8020	predict_gene_Gm	mice
Gm8024	predict_gene_Gm	mice
Gm17124	predict_gene_Gm	mice
Gm3633	predict_gene_Gm	mice
Gm10378	predict_gene_Gm	mice
Gm3015	predict_gene_Gm	mice
Gm10377	predict_gene_Gm	mice
Gm21977	predict_gene_Gm	mice
