genes	class	species
Gm42846	predict_gene_Gm	mice
Gm42848	predict_gene_Gm	mice
Gm43458	predict_gene_Gm	mice
Gm15522	predict_gene_Gm	mice
Gm42560	predict_gene_Gm	mice
Gm43791	predict_gene_Gm	mice
Gm15650	predict_gene_Gm	mice
Gm43701	predict_gene_Gm	mice
Gm26647	predict_gene_Gm	mice
Gm1043	predict_gene_Gm	mice
Gm43763	predict_gene_Gm	mice
Gm20052	predict_gene_Gm	mice
Gm42505	predict_gene_Gm	mice
Gm26560	predict_gene_Gm	mice
Gm43453	predict_gene_Gm	mice
Gm43454	predict_gene_Gm	mice
Gm42524	predict_gene_Gm	mice
Gm35191	predict_gene_Gm	mice
Gm16223	predict_gene_Gm	mice
Gm43700	predict_gene_Gm	mice
Gm42711	predict_gene_Gm	mice
Gm7854	predict_gene_Gm	mice
Gm43020	predict_gene_Gm	mice
Gm43699	predict_gene_Gm	mice
Gm43021	predict_gene_Gm	mice
Gm15866	predict_gene_Gm	mice
Gm42555	predict_gene_Gm	mice
Gm16015	predict_gene_Gm	mice
Gm7879	predict_gene_Gm	mice
Gm16401	predict_gene_Gm	mice
Gm42428	predict_gene_Gm	mice
Gm42982	predict_gene_Gm	mice
Gm42984	predict_gene_Gm	mice
Gm42985	predict_gene_Gm	mice
Gm43507	predict_gene_Gm	mice
Gm42750	predict_gene_Gm	mice
Gm43303	predict_gene_Gm	mice
Gm42413	predict_gene_Gm	mice
Gm20700	predict_gene_Gm	mice
Gm43016	predict_gene_Gm	mice
Gm43177	predict_gene_Gm	mice
Gm43179	predict_gene_Gm	mice
Gm43683	predict_gene_Gm	mice
Gm43685	predict_gene_Gm	mice
Gm42746	predict_gene_Gm	mice
Gm17182	predict_gene_Gm	mice
Gm42745	predict_gene_Gm	mice
Gm10441	predict_gene_Gm	mice
Gm42747	predict_gene_Gm	mice
Gm10440	predict_gene_Gm	mice
Gm43042	predict_gene_Gm	mice
Gm15819	predict_gene_Gm	mice
Gm43838	predict_gene_Gm	mice
Gm43837	predict_gene_Gm	mice
Gm31363	predict_gene_Gm	mice
Gm3716	predict_gene_Gm	mice
Gm42564	predict_gene_Gm	mice
Gm42565	predict_gene_Gm	mice
Gm26761	predict_gene_Gm	mice
Gm43552	predict_gene_Gm	mice
Gm42726	predict_gene_Gm	mice
Gm26725	predict_gene_Gm	mice
Gm15949	predict_gene_Gm	mice
Gm15948	predict_gene_Gm	mice
Gm42670	predict_gene_Gm	mice
Gm43698	predict_gene_Gm	mice
Gm26756	predict_gene_Gm	mice
Gm15478	predict_gene_Gm	mice
Gm15477	predict_gene_Gm	mice
Gm21905	predict_gene_Gm	mice
Gm5108	predict_gene_Gm	mice
Gm43477	predict_gene_Gm	mice
Gm20647	predict_gene_Gm	mice
Gm5868	predict_gene_Gm	mice
Gm10135	predict_gene_Gm	mice
Gm34411	predict_gene_Gm	mice
Gm43801	predict_gene_Gm	mice
Gm15984	predict_gene_Gm	mice
Gm15985	predict_gene_Gm	mice
Gm42575	predict_gene_Gm	mice
Gm6116	predict_gene_Gm	mice
Gm19583	predict_gene_Gm	mice
Gm42802	predict_gene_Gm	mice
Gm42800	predict_gene_Gm	mice
Gm43101	predict_gene_Gm	mice
Gm43100	predict_gene_Gm	mice
Gm19590	predict_gene_Gm	mice
Gm28865	predict_gene_Gm	mice
Gm32780	predict_gene_Gm	mice
Gm7467	predict_gene_Gm	mice
Gm7271	predict_gene_Gm	mice
Gm15831	predict_gene_Gm	mice
Gm42757	predict_gene_Gm	mice
Gm43261	predict_gene_Gm	mice
Gm34728	predict_gene_Gm	mice
Gm42761	predict_gene_Gm	mice
Gm16054	predict_gene_Gm	mice
Gm43532	predict_gene_Gm	mice
Gm43567	predict_gene_Gm	mice
Gm43056	predict_gene_Gm	mice
Gm16579	predict_gene_Gm	mice
Gm43055	predict_gene_Gm	mice
Gm43057	predict_gene_Gm	mice
Gm43638	predict_gene_Gm	mice
Gm42794	predict_gene_Gm	mice
Gm28434	predict_gene_Gm	mice
Gm11116	predict_gene_Gm	mice
Gm11115	predict_gene_Gm	mice
Gm7714	predict_gene_Gm	mice
Gm42912	predict_gene_Gm	mice
Gm9958	predict_gene_Gm	mice
Gm43449	predict_gene_Gm	mice
Gm43086	predict_gene_Gm	mice
Gm42530	predict_gene_Gm	mice
Gm42532	predict_gene_Gm	mice
Gm19619	predict_gene_Gm	mice
Gm28271	predict_gene_Gm	mice
Gm43688	predict_gene_Gm	mice
Gm1045	predict_gene_Gm	mice
Gm26582	predict_gene_Gm	mice
Gm43599	predict_gene_Gm	mice
Gm16427	predict_gene_Gm	mice
Gm7792	predict_gene_Gm	mice
Gm16429	predict_gene_Gm	mice
Gm6351	predict_gene_Gm	mice
Gm3106	predict_gene_Gm	mice
Gm16522	predict_gene_Gm	mice
Gm6502	predict_gene_Gm	mice
Gm7682	predict_gene_Gm	mice
Gm3139	predict_gene_Gm	mice
Gm3147	predict_gene_Gm	mice
Gm6509	predict_gene_Gm	mice
Gm6205	predict_gene_Gm	mice
Gm3183	predict_gene_Gm	mice
Gm6367	predict_gene_Gm	mice
Gm7942	predict_gene_Gm	mice
Gm16513	predict_gene_Gm	mice
Gm10424	predict_gene_Gm	mice
Gm3259	predict_gene_Gm	mice
Gm3286	predict_gene_Gm	mice
Gm7971	predict_gene_Gm	mice
Gm7978	predict_gene_Gm	mice
Gm7982	predict_gene_Gm	mice
Gm33050	predict_gene_Gm	mice
Gm42604	predict_gene_Gm	mice
Gm42601	predict_gene_Gm	mice
Gm33370	predict_gene_Gm	mice
Gm8013	predict_gene_Gm	mice
Gm9484	predict_gene_Gm	mice
Gm43146	predict_gene_Gm	mice
Gm2861	predict_gene_Gm	mice
Gm33969	predict_gene_Gm	mice
Gm11111	predict_gene_Gm	mice
Gm43251	predict_gene_Gm	mice
Gm43252	predict_gene_Gm	mice
Gm43253	predict_gene_Gm	mice
Gm16226	predict_gene_Gm	mice
Gm43248	predict_gene_Gm	mice
Gm35911	predict_gene_Gm	mice
Gm42691	predict_gene_Gm	mice
Gm17092	predict_gene_Gm	mice
Gm9932	predict_gene_Gm	mice
Gm15777	predict_gene_Gm	mice
Gm36793	predict_gene_Gm	mice
Gm20484	predict_gene_Gm	mice
Gm43271	predict_gene_Gm	mice
Gm43270	predict_gene_Gm	mice
Gm20548	predict_gene_Gm	mice
Gm29707	predict_gene_Gm	mice
Gm42618	predict_gene_Gm	mice
Gm42620	predict_gene_Gm	mice
Gm17660	predict_gene_Gm	mice
Gm26703	predict_gene_Gm	mice
Gm42792	predict_gene_Gm	mice
Gm26519	predict_gene_Gm	mice
Gm42749	predict_gene_Gm	mice
Gm32736	predict_gene_Gm	mice
Gm32921	predict_gene_Gm	mice
Gm42914	predict_gene_Gm	mice
Gm42916	predict_gene_Gm	mice
Gm26872	predict_gene_Gm	mice
Gm28050	predict_gene_Gm	mice
Gm29464	predict_gene_Gm	mice
Gm17304	predict_gene_Gm	mice
Gm43419	predict_gene_Gm	mice
Gm42902	predict_gene_Gm	mice
Gm17202	predict_gene_Gm	mice
Gm42669	predict_gene_Gm	mice
Gm26692	predict_gene_Gm	mice
Gm43082	predict_gene_Gm	mice
Gm42518	predict_gene_Gm	mice
Gm42517	predict_gene_Gm	mice
Gm10419	predict_gene_Gm	mice
Gm20629	predict_gene_Gm	mice
Gm26779	predict_gene_Gm	mice
Gm26808	predict_gene_Gm	mice
Gm15446	predict_gene_Gm	mice
Gm17655	predict_gene_Gm	mice
Gm43136	predict_gene_Gm	mice
Gm43137	predict_gene_Gm	mice
Gm26718	predict_gene_Gm	mice
Gm15788	predict_gene_Gm	mice
Gm15792	predict_gene_Gm	mice
Gm26711	predict_gene_Gm	mice
Gm42596	predict_gene_Gm	mice
Gm42595	predict_gene_Gm	mice
Gm15559	predict_gene_Gm	mice
Gm26515	predict_gene_Gm	mice
Gm43118	predict_gene_Gm	mice
Gm42489	predict_gene_Gm	mice
Gm26897	predict_gene_Gm	mice
Gm16019	predict_gene_Gm	mice
Gm42487	predict_gene_Gm	mice
Gm42488	predict_gene_Gm	mice
Gm42491	predict_gene_Gm	mice
Gm26953	predict_gene_Gm	mice
Gm6583	predict_gene_Gm	mice
Gm20636	predict_gene_Gm	mice
Gm6588	predict_gene_Gm	mice
Gm27004	predict_gene_Gm	mice
Gm42864	predict_gene_Gm	mice
Gm42865	predict_gene_Gm	mice
Gm43095	predict_gene_Gm	mice
Gm15736	predict_gene_Gm	mice
Gm17122	predict_gene_Gm	mice
Gm42797	predict_gene_Gm	mice
Gm13790	predict_gene_Gm	mice
Gm42789	predict_gene_Gm	mice
Gm20499	predict_gene_Gm	mice
Gm9936	predict_gene_Gm	mice
Gm13822	predict_gene_Gm	mice
Gm10401	predict_gene_Gm	mice
Gm13830	predict_gene_Gm	mice
Gm42903	predict_gene_Gm	mice
Gm13832	predict_gene_Gm	mice
Gm14508	predict_gene_Gm	mice
Gm13842	predict_gene_Gm	mice
Gm14507	predict_gene_Gm	mice
Gm13837	predict_gene_Gm	mice
Gm13839	predict_gene_Gm	mice
Gm13838	predict_gene_Gm	mice
Gm43122	predict_gene_Gm	mice
Gm29926	predict_gene_Gm	mice
Gm10399	predict_gene_Gm	mice
Gm15728	predict_gene_Gm	mice
Gm26995	predict_gene_Gm	mice
Gm9754	predict_gene_Gm	mice
Gm28563	predict_gene_Gm	mice
Gm43782	predict_gene_Gm	mice
Gm43342	predict_gene_Gm	mice
Gm7538	predict_gene_Gm	mice
Gm31314	predict_gene_Gm	mice
Gm16063	predict_gene_Gm	mice
Gm16064	predict_gene_Gm	mice
Gm43050	predict_gene_Gm	mice
Gm43269	predict_gene_Gm	mice
Gm43277	predict_gene_Gm	mice
Gm10390	predict_gene_Gm	mice
Gm42654	predict_gene_Gm	mice
Gm27199	predict_gene_Gm	mice
Gm15690	predict_gene_Gm	mice
Gm43579	predict_gene_Gm	mice
Gm15749	predict_gene_Gm	mice
Gm43069	predict_gene_Gm	mice
Gm15800	predict_gene_Gm	mice
Gm42917	predict_gene_Gm	mice
Gm42918	predict_gene_Gm	mice
Gm42878	predict_gene_Gm	mice
Gm16552	predict_gene_Gm	mice
Gm3970	predict_gene_Gm	mice
Gm15637	predict_gene_Gm	mice
Gm43301	predict_gene_Gm	mice
Gm2479	predict_gene_Gm	mice
Gm26745	predict_gene_Gm	mice
Gm38102	predict_gene_Gm	mice
Gm43409	predict_gene_Gm	mice
Gm15857	predict_gene_Gm	mice
Gm15860	predict_gene_Gm	mice
Gm15747	predict_gene_Gm	mice
Gm43518	predict_gene_Gm	mice
Gm34086	predict_gene_Gm	mice
Gm43661	predict_gene_Gm	mice
Gm16001	predict_gene_Gm	mice
Gm42425	predict_gene_Gm	mice
Gm43777	predict_gene_Gm	mice
Gm42838	predict_gene_Gm	mice
Gm42839	predict_gene_Gm	mice
Gm42637	predict_gene_Gm	mice
Gm42485	predict_gene_Gm	mice
Gm10382	predict_gene_Gm	mice
Gm42945	predict_gene_Gm	mice
Gm42952	predict_gene_Gm	mice
Gm42592	predict_gene_Gm	mice
Gm43757	predict_gene_Gm	mice
Gm43754	predict_gene_Gm	mice
Gm42953	predict_gene_Gm	mice
Gm42954	predict_gene_Gm	mice
Gm43475	predict_gene_Gm	mice
Gm43476	predict_gene_Gm	mice
Gm42980	predict_gene_Gm	mice
Gm42817	predict_gene_Gm	mice
Gm42495	predict_gene_Gm	mice
Gm42500	predict_gene_Gm	mice
Gm42875	predict_gene_Gm	mice
Gm43001	predict_gene_Gm	mice
Gm42469	predict_gene_Gm	mice
Gm42590	predict_gene_Gm	mice
Gm42439	predict_gene_Gm	mice
Gm28616	predict_gene_Gm	mice
Gm42626	predict_gene_Gm	mice
Gm42624	predict_gene_Gm	mice
Gm15627	predict_gene_Gm	mice
Gm42882	predict_gene_Gm	mice
Gm42884	predict_gene_Gm	mice
Gm10369	predict_gene_Gm	mice
Gm43278	predict_gene_Gm	mice
Gm43500	predict_gene_Gm	mice
Gm43091	predict_gene_Gm	mice
Gm15701	predict_gene_Gm	mice
Gm43604	predict_gene_Gm	mice
Gm16599	predict_gene_Gm	mice
Gm3054	predict_gene_Gm	mice
Gm42562	predict_gene_Gm	mice
Gm42456	predict_gene_Gm	mice
Gm8066	predict_gene_Gm	mice
Gm17112	predict_gene_Gm	mice
Gm36266	predict_gene_Gm	mice
Gm20605	predict_gene_Gm	mice
Gm15498	predict_gene_Gm	mice
Gm36551	predict_gene_Gm	mice
Gm43495	predict_gene_Gm	mice
Gm454	predict_gene_Gm	mice
Gm43645	predict_gene_Gm	mice
Gm43720	predict_gene_Gm	mice
Gm10874	predict_gene_Gm	mice
Gm5294	predict_gene_Gm	mice
Gm26938	predict_gene_Gm	mice
Gm42423	predict_gene_Gm	mice
Gm16122	predict_gene_Gm	mice
Gm16121	predict_gene_Gm	mice
Gm16120	predict_gene_Gm	mice
Gm42808	predict_gene_Gm	mice
Gm43703	predict_gene_Gm	mice
Gm16035	predict_gene_Gm	mice
Gm16036	predict_gene_Gm	mice
Gm43397	predict_gene_Gm	mice
Gm20635	predict_gene_Gm	mice
Gm42504	predict_gene_Gm	mice
Gm17135	predict_gene_Gm	mice
Gm42421	predict_gene_Gm	mice
Gm4871	predict_gene_Gm	mice
Gm43562	predict_gene_Gm	mice
Gm5565	predict_gene_Gm	mice
Gm6309	predict_gene_Gm	mice
Gm43625	predict_gene_Gm	mice
Gm6408	predict_gene_Gm	mice
Gm6370	predict_gene_Gm	mice
Gm3402	predict_gene_Gm	mice
Gm3404	predict_gene_Gm	mice
Gm3409	predict_gene_Gm	mice
Gm3415	predict_gene_Gm	mice
Gm34333	predict_gene_Gm	mice
Gm43741	predict_gene_Gm	mice
Gm27033	predict_gene_Gm	mice
Gm26597	predict_gene_Gm	mice
Gm43156	predict_gene_Gm	mice
Gm15721	predict_gene_Gm	mice
Gm36186	predict_gene_Gm	mice
Gm15407	predict_gene_Gm	mice
Gm42791	predict_gene_Gm	mice
Gm15410	predict_gene_Gm	mice
Gm15406	predict_gene_Gm	mice
Gm15409	predict_gene_Gm	mice
Gm15408	predict_gene_Gm	mice
Gm42787	predict_gene_Gm	mice
Gm42788	predict_gene_Gm	mice
Gm43332	predict_gene_Gm	mice
Gm29264	predict_gene_Gm	mice
Gm19719	predict_gene_Gm	mice
Gm43151	predict_gene_Gm	mice
Gm43150	predict_gene_Gm	mice
Gm15997	predict_gene_Gm	mice
Gm43153	predict_gene_Gm	mice
Gm21221	predict_gene_Gm	mice
Gm43450	predict_gene_Gm	mice
Gm43452	predict_gene_Gm	mice
Gm42557	predict_gene_Gm	mice
Gm42556	predict_gene_Gm	mice
Gm5	predict_gene_Gm	mice
Gm42529	predict_gene_Gm	mice
Gm43690	predict_gene_Gm	mice
Gm43598	predict_gene_Gm	mice
Gm43597	predict_gene_Gm	mice
Gm43299	predict_gene_Gm	mice
Gm43298	predict_gene_Gm	mice
Gm42906	predict_gene_Gm	mice
Gm42904	predict_gene_Gm	mice
Gm43129	predict_gene_Gm	mice
Gm8579	predict_gene_Gm	mice
Gm43986	predict_gene_Gm	mice
Gm20714	predict_gene_Gm	mice
Gm20619	predict_gene_Gm	mice
Gm20617	predict_gene_Gm	mice
Gm20685	predict_gene_Gm	mice
Gm20618	predict_gene_Gm	mice
Gm26774	predict_gene_Gm	mice
Gm19272	predict_gene_Gm	mice
Gm44217	predict_gene_Gm	mice
Gm16055	predict_gene_Gm	mice
Gm16043	predict_gene_Gm	mice
Gm44004	predict_gene_Gm	mice
Gm44129	predict_gene_Gm	mice
Gm43998	predict_gene_Gm	mice
Gm36669	predict_gene_Gm	mice
Gm15473	predict_gene_Gm	mice
Gm4876	predict_gene_Gm	mice
Gm15581	predict_gene_Gm	mice
Gm29591	predict_gene_Gm	mice
Gm26738	predict_gene_Gm	mice
Gm15592	predict_gene_Gm	mice
Gm15594	predict_gene_Gm	mice
Gm26809	predict_gene_Gm	mice
Gm20186	predict_gene_Gm	mice
Gm42582	predict_gene_Gm	mice
Gm3289	predict_gene_Gm	mice
Gm26719	predict_gene_Gm	mice
Gm20756	predict_gene_Gm	mice
Gm3294	predict_gene_Gm	mice
Gm17172	predict_gene_Gm	mice
Gm9047	predict_gene_Gm	mice
Gm26627	predict_gene_Gm	mice
Gm13781	predict_gene_Gm	mice
Gm13782	predict_gene_Gm	mice
Gm44296	predict_gene_Gm	mice
Gm27019	predict_gene_Gm	mice
Gm13834	predict_gene_Gm	mice
Gm13833	predict_gene_Gm	mice
Gm14532	predict_gene_Gm	mice
Gm13844	predict_gene_Gm	mice
Gm6117	predict_gene_Gm	mice
Gm43154	predict_gene_Gm	mice
Gm13846	predict_gene_Gm	mice
Gm13848	predict_gene_Gm	mice
Gm43293	predict_gene_Gm	mice
Gm13849	predict_gene_Gm	mice
Gm13850	predict_gene_Gm	mice
Gm14540	predict_gene_Gm	mice
Gm13853	predict_gene_Gm	mice
Gm13856	predict_gene_Gm	mice
Gm13855	predict_gene_Gm	mice
Gm14546	predict_gene_Gm	mice
Gm13860	predict_gene_Gm	mice
Gm13861	predict_gene_Gm	mice
Gm14547	predict_gene_Gm	mice
Gm42931	predict_gene_Gm	mice
Gm26699	predict_gene_Gm	mice
Gm42962	predict_gene_Gm	mice
Gm43479	predict_gene_Gm	mice
Gm10244	predict_gene_Gm	mice
Gm16272	predict_gene_Gm	mice
Gm42420	predict_gene_Gm	mice
Gm26833	predict_gene_Gm	mice
Gm26807	predict_gene_Gm	mice
Gm4744	predict_gene_Gm	mice
Gm29588	predict_gene_Gm	mice
Gm2663	predict_gene_Gm	mice
Gm5771	predict_gene_Gm	mice
Gm10334	predict_gene_Gm	mice
Gm44284	predict_gene_Gm	mice
Gm17472	predict_gene_Gm	mice
Gm20730	predict_gene_Gm	mice
Gm19902	predict_gene_Gm	mice
Gm35216	predict_gene_Gm	mice
Gm26625	predict_gene_Gm	mice
Gm16630	predict_gene_Gm	mice
Gm5111	predict_gene_Gm	mice
Gm44119	predict_gene_Gm	mice
Gm28053	predict_gene_Gm	mice
Gm44226	predict_gene_Gm	mice
Gm44019	predict_gene_Gm	mice
Gm7932	predict_gene_Gm	mice
Gm3455	predict_gene_Gm	mice
Gm44109	predict_gene_Gm	mice
Gm44447	predict_gene_Gm	mice
Gm6559	predict_gene_Gm	mice
Gm26677	predict_gene_Gm	mice
Gm44191	predict_gene_Gm	mice
Gm44077	predict_gene_Gm	mice
Gm28308	predict_gene_Gm	mice
Gm15050	predict_gene_Gm	mice
Gm29430	predict_gene_Gm	mice
Gm44028	predict_gene_Gm	mice
Gm4872	predict_gene_Gm	mice
Gm43938	predict_gene_Gm	mice
Gm16499	predict_gene_Gm	mice
Gm44026	predict_gene_Gm	mice
Gm28402	predict_gene_Gm	mice
Gm43995	predict_gene_Gm	mice
Gm44073	predict_gene_Gm	mice
Gm3279	predict_gene_Gm	mice
Gm8239	predict_gene_Gm	mice
Gm43994	predict_gene_Gm	mice
Gm44042	predict_gene_Gm	mice
Gm5570	predict_gene_Gm	mice
Gm44410	predict_gene_Gm	mice
Gm35386	predict_gene_Gm	mice
Gm43893	predict_gene_Gm	mice
Gm43894	predict_gene_Gm	mice
Gm44071	predict_gene_Gm	mice
Gm44072	predict_gene_Gm	mice
Gm16838	predict_gene_Gm	mice
Gm44029	predict_gene_Gm	mice
Gm43956	predict_gene_Gm	mice
Gm44051	predict_gene_Gm	mice
Gm42889	predict_gene_Gm	mice
Gm43284	predict_gene_Gm	mice
Gm43739	predict_gene_Gm	mice
Gm42925	predict_gene_Gm	mice
Gm42924	predict_gene_Gm	mice
Gm42539	predict_gene_Gm	mice
Gm42543	predict_gene_Gm	mice
Gm42542	predict_gene_Gm	mice
Gm43583	predict_gene_Gm	mice
Gm42606	predict_gene_Gm	mice
Gm42958	predict_gene_Gm	mice
Gm43220	predict_gene_Gm	mice
Gm43586	predict_gene_Gm	mice
Gm43218	predict_gene_Gm	mice
Gm42667	predict_gene_Gm	mice
Gm10360	predict_gene_Gm	mice
Gm42720	predict_gene_Gm	mice
Gm43291	predict_gene_Gm	mice
Gm44427	predict_gene_Gm	mice
Gm1070	predict_gene_Gm	mice
Gm44110	predict_gene_Gm	mice
Gm44174	predict_gene_Gm	mice
Gm44175	predict_gene_Gm	mice
Gm44172	predict_gene_Gm	mice
Gm44195	predict_gene_Gm	mice
Gm26628	predict_gene_Gm	mice
Gm15401	predict_gene_Gm	mice
Gm15402	predict_gene_Gm	mice
Gm26640	predict_gene_Gm	mice
Gm44031	predict_gene_Gm	mice
Gm31747	predict_gene_Gm	mice
Gm44113	predict_gene_Gm	mice
Gm9008	predict_gene_Gm	mice
Gm44166	predict_gene_Gm	mice
Gm29005	predict_gene_Gm	mice
Gm20362	predict_gene_Gm	mice
Gm44271	predict_gene_Gm	mice
Gm20594	predict_gene_Gm	mice
Gm4409	predict_gene_Gm	mice
Gm43902	predict_gene_Gm	mice
Gm20383	predict_gene_Gm	mice
Gm44202	predict_gene_Gm	mice
Gm15864	predict_gene_Gm	mice
Gm44145	predict_gene_Gm	mice
Gm17034	predict_gene_Gm	mice
Gm43878	predict_gene_Gm	mice
Gm44287	predict_gene_Gm	mice
Gm15624	predict_gene_Gm	mice
Gm43918	predict_gene_Gm	mice
Gm15475	predict_gene_Gm	mice
Gm44127	predict_gene_Gm	mice
Gm10445	predict_gene_Gm	mice
Gm44012	predict_gene_Gm	mice
Gm5878	predict_gene_Gm	mice
Gm4477	predict_gene_Gm	mice
Gm11128	predict_gene_Gm	mice
Gm19265	predict_gene_Gm	mice
Gm44089	predict_gene_Gm	mice
Gm19273	predict_gene_Gm	mice
Gm43936	predict_gene_Gm	mice
Gm44386	predict_gene_Gm	mice
Gm44214	predict_gene_Gm	mice
Gmcl1	predict_gene_Gm	mice
Gm44036	predict_gene_Gm	mice
Gm44418	predict_gene_Gm	mice
Gm44201	predict_gene_Gm	mice
Gm44097	predict_gene_Gm	mice
Gm44210	predict_gene_Gm	mice
Gm43904	predict_gene_Gm	mice
Gm26636	predict_gene_Gm	mice
Gm5577	predict_gene_Gm	mice
Gm44246	predict_gene_Gm	mice
Gm44264	predict_gene_Gm	mice
Gm44170	predict_gene_Gm	mice
Gm26588	predict_gene_Gm	mice
Gm15612	predict_gene_Gm	mice
Gm1965	predict_gene_Gm	mice
Gm6507	predict_gene_Gm	mice
Gm839	predict_gene_Gm	mice
Gm44204	predict_gene_Gm	mice
Gm44205	predict_gene_Gm	mice
Gm26811	predict_gene_Gm	mice
Gm44117	predict_gene_Gm	mice
Gm44421	predict_gene_Gm	mice
Gm15756	predict_gene_Gm	mice
Gm44123	predict_gene_Gm	mice
Gm44278	predict_gene_Gm	mice
Gm14573	predict_gene_Gm	mice
Gm15737	predict_gene_Gm	mice
Gm10234	predict_gene_Gm	mice
Gm32592	predict_gene_Gm	mice
Gm765	predict_gene_Gm	mice
Gm44196	predict_gene_Gm	mice
Gm44197	predict_gene_Gm	mice
Gm20696	predict_gene_Gm	mice
Gm26748	predict_gene_Gm	mice
Gm43067	predict_gene_Gm	mice
Gm44442	predict_gene_Gm	mice
Gm44290	predict_gene_Gm	mice
Gm44107	predict_gene_Gm	mice
Gm43950	predict_gene_Gm	mice
Gm43948	predict_gene_Gm	mice
Gm26911	predict_gene_Gm	mice
Gm44169	predict_gene_Gm	mice
Gm9871	predict_gene_Gm	mice
Gm44176	predict_gene_Gm	mice
Gm44188	predict_gene_Gm	mice
Gm19757	predict_gene_Gm	mice
Gm15631	predict_gene_Gm	mice
Gm44398	predict_gene_Gm	mice
Gm44040	predict_gene_Gm	mice
Gm20387	predict_gene_Gm	mice
Gm26799	predict_gene_Gm	mice
Gm44081	predict_gene_Gm	mice
Gm16161	predict_gene_Gm	mice
Gm15492	predict_gene_Gm	mice
Gm44199	predict_gene_Gm	mice
Gm43964	predict_gene_Gm	mice
Gm26982	predict_gene_Gm	mice
Gm44053	predict_gene_Gm	mice
Gm15082	predict_gene_Gm	mice
Gm15083	predict_gene_Gm	mice
Gm17482	predict_gene_Gm	mice
Gm44079	predict_gene_Gm	mice
Gm44082	predict_gene_Gm	mice
Gm44206	predict_gene_Gm	mice
Gm20404	predict_gene_Gm	mice
Gm5580	predict_gene_Gm	mice
Gm4640	predict_gene_Gm	mice
Gm43983	predict_gene_Gm	mice
Gm9946	predict_gene_Gm	mice
Gm30304	predict_gene_Gm	mice
Gm29509	predict_gene_Gm	mice
Gm30557	predict_gene_Gm	mice
Gm30498	predict_gene_Gm	mice
Gm44317	predict_gene_Gm	mice
Gm20692	predict_gene_Gm	mice
Gm43916	predict_gene_Gm	mice
Gm43915	predict_gene_Gm	mice
Gm15856	predict_gene_Gm	mice
Gm44148	predict_gene_Gm	mice
Gm7298	predict_gene_Gm	mice
Gm26826	predict_gene_Gm	mice
Gm43971	predict_gene_Gm	mice
Gm44006	predict_gene_Gm	mice
Gm44096	predict_gene_Gm	mice
Gm16567	predict_gene_Gm	mice
Gm15884	predict_gene_Gm	mice
Gm20531	predict_gene_Gm	mice
Gm43989	predict_gene_Gm	mice
Gm28809	predict_gene_Gm	mice
Gm10415	predict_gene_Gm	mice
Gm29009	predict_gene_Gm	mice
Gm26673	predict_gene_Gm	mice
Gm42574	predict_gene_Gm	mice
Gm43126	predict_gene_Gm	mice
Gm43635	predict_gene_Gm	mice
Gm38404	predict_gene_Gm	mice
Gm43634	predict_gene_Gm	mice
Gm42738	predict_gene_Gm	mice
Gm42810	predict_gene_Gm	mice
Gm15870	predict_gene_Gm	mice
Gm10010	predict_gene_Gm	mice
Gm26770	predict_gene_Gm	mice
Gm15862	predict_gene_Gm	mice
Gm10069	predict_gene_Gm	mice
Gm44009	predict_gene_Gm	mice
Gm44066	predict_gene_Gm	mice
Gm44067	predict_gene_Gm	mice
Gm26656	predict_gene_Gm	mice
Gm15987	predict_gene_Gm	mice
Gm44000	predict_gene_Gm	mice
Gm156	predict_gene_Gm	mice
Gm17631	predict_gene_Gm	mice
Gm6619	predict_gene_Gm	mice
Gm43974	predict_gene_Gm	mice
Gm8882	predict_gene_Gm	mice
Gm17088	predict_gene_Gm	mice
Gm17089	predict_gene_Gm	mice
Gm44293	predict_gene_Gm	mice
Gm44448	predict_gene_Gm	mice
Gm43949	predict_gene_Gm	mice
Gm44025	predict_gene_Gm	mice
Gm44238	predict_gene_Gm	mice
Gm19434	predict_gene_Gm	mice
Gm44276	predict_gene_Gm	mice
Gm44275	predict_gene_Gm	mice
Gm14329	predict_gene_Gm	mice
Gm14330	predict_gene_Gm	mice
Gm26653	predict_gene_Gm	mice
Gm8994	predict_gene_Gm	mice
Gm30332	predict_gene_Gm	mice
Gm44272	predict_gene_Gm	mice
Gm11077	predict_gene_Gm	mice
Gm30524	predict_gene_Gm	mice
Gm28523	predict_gene_Gm	mice
Gm5724	predict_gene_Gm	mice
Gm44244	predict_gene_Gm	mice
Gm6614	predict_gene_Gm	mice
Gm20400	predict_gene_Gm	mice
Gm766	predict_gene_Gm	mice
Gm31108	predict_gene_Gm	mice
Gm26666	predict_gene_Gm	mice
Gm15687	predict_gene_Gm	mice
Gm15543	predict_gene_Gm	mice
Gm15706	predict_gene_Gm	mice
Gm15499	predict_gene_Gm	mice
Gm15704	predict_gene_Gm	mice
Gm44269	predict_gene_Gm	mice
Gm44085	predict_gene_Gm	mice
Gm15767	predict_gene_Gm	mice
Gm6288	predict_gene_Gm	mice
Gm15762	predict_gene_Gm	mice
Gm17216	predict_gene_Gm	mice
Gm44020	predict_gene_Gm	mice
Gm6313	predict_gene_Gm	mice
Gm44115	predict_gene_Gm	mice
Gm43913	predict_gene_Gm	mice
Gm26540	predict_gene_Gm	mice
Gm10203	predict_gene_Gm	mice
Gm44368	predict_gene_Gm	mice
Gm21814	predict_gene_Gm	mice
