genes	class	species
AL031773.1	predict_gene	human
AL512658.1	predict_gene	human
AL355297.3	predict_gene	human
AL355297.4	predict_gene	human
AL355297.2	predict_gene	human
AL049820.1	predict_gene	human
AL390955.2	predict_gene	human
AL391863.2	predict_gene	human
AL391863.1	predict_gene	human
AL035634.1	predict_gene	human
AL360169.1	predict_gene	human
AL627422.2	predict_gene	human
AL035530.2	predict_gene	human
AL356417.3	predict_gene	human
AL356417.1	predict_gene	human
AL356417.2	predict_gene	human
AL357832.1	predict_gene	human
AL078604.2	predict_gene	human
AL035691.1	predict_gene	human
AL162582.1	predict_gene	human
AL109933.1	predict_gene	human
AL391361.2	predict_gene	human
AL391361.3	predict_gene	human
AL139393.1	predict_gene	human
AL139393.2	predict_gene	human
AL445307.1	predict_gene	human
AL137005.1	predict_gene	human
Z97205.2	predict_gene	human
Z97205.1	predict_gene	human
AL358972.1	predict_gene	human
AL450345.1	predict_gene	human
AL590302.2	predict_gene	human
AL627443.1	predict_gene	human
AL121956.1	predict_gene	human
AL121956.4	predict_gene	human
AL022069.1	predict_gene	human
AL159163.1	predict_gene	human
Z94721.1	predict_gene	human
AL121935.1	predict_gene	human
AL121935.2	predict_gene	human
AL353747.4	predict_gene	human
AL353747.3	predict_gene	human
AL353747.2	predict_gene	human
AL009178.2	predict_gene	human
AL009178.3	predict_gene	human
AL611929.1	predict_gene	human
AL606970.4	predict_gene	human
AL606970.2	predict_gene	human
AL606970.3	predict_gene	human
AL138918.1	predict_gene	human
AL136099.1	predict_gene	human
AL109924.1	predict_gene	human
AL109924.2	predict_gene	human
AL109924.3	predict_gene	human
BX322234.1	predict_gene	human
BX322234.2	predict_gene	human
AL009176.1	predict_gene	human
AL354892.2	predict_gene	human
AL354892.1	predict_gene	human
AL049612.1	predict_gene	human
AL596442.1	predict_gene	human
AL596442.2	predict_gene	human
AL109910.1	predict_gene	human
AL109910.2	predict_gene	human
AL078605.1	predict_gene	human
AL731661.2	predict_gene	human
AL731661.1	predict_gene	human
AL731684.2	predict_gene	human
AL731684.1	predict_gene	human
AC215522.3	predict_gene	human
AC093627.1	predict_gene	human
AC093627.6	predict_gene	human
AC093627.5	predict_gene	human
AC093627.4	predict_gene	human
AC093627.7	predict_gene	human
AC093627.2	predict_gene	human
AC093627.3	predict_gene	human
AC187653.1	predict_gene	human
AC226118.1	predict_gene	human
AC147651.3	predict_gene	human
AC147651.1	predict_gene	human
AC147651.2	predict_gene	human
AC147651.4	predict_gene	human
AC073957.3	predict_gene	human
AC073957.1	predict_gene	human
AC073957.2	predict_gene	human
AC091729.1	predict_gene	human
AC091729.2	predict_gene	human
AC091729.3	predict_gene	human
AC073094.1	predict_gene	human
AC102953.1	predict_gene	human
AC102953.2	predict_gene	human
AC093734.1	predict_gene	human
AC074389.2	predict_gene	human
AC074389.3	predict_gene	human
AC074389.1	predict_gene	human
AC104129.1	predict_gene	human
AC004906.1	predict_gene	human
AC024028.1	predict_gene	human
AC073316.1	predict_gene	human
AC073316.2	predict_gene	human
AC073316.3	predict_gene	human
AC011284.1	predict_gene	human
AC017000.1	predict_gene	human
AC093620.1	predict_gene	human
AC092171.1	predict_gene	human
AC092171.4	predict_gene	human
AC092171.3	predict_gene	human
AC092171.5	predict_gene	human
AC092171.2	predict_gene	human
AC006483.2	predict_gene	human
AC004895.1	predict_gene	human
AC079742.1	predict_gene	human
AC073343.2	predict_gene	human
AC004982.1	predict_gene	human
AC004982.2	predict_gene	human
AC004948.1	predict_gene	human
AC006042.4	predict_gene	human
AC006042.2	predict_gene	human
AC006042.1	predict_gene	human
AC007009.1	predict_gene	human
AC007128.1	predict_gene	human
AC007128.2	predict_gene	human
AC004852.2	predict_gene	human
AC060834.2	predict_gene	human
AC004936.1	predict_gene	human
AC004949.1	predict_gene	human
AC004415.1	predict_gene	human
AC007029.1	predict_gene	human
AC004160.2	predict_gene	human
AC013470.2	predict_gene	human
AC005281.1	predict_gene	human
AC011287.1	predict_gene	human
AC011287.2	predict_gene	human
AC005019.2	predict_gene	human
AC006150.1	predict_gene	human
AC006458.1	predict_gene	human
AC005550.2	predict_gene	human
AC005550.1	predict_gene	human
AC006041.1	predict_gene	human
AC005014.3	predict_gene	human
AC005014.2	predict_gene	human
AC073333.1	predict_gene	human
AC073332.1	predict_gene	human
AC019117.3	predict_gene	human
AC019117.2	predict_gene	human
AC019117.1	predict_gene	human
AC006482.1	predict_gene	human
AC010082.1	predict_gene	human
AC004994.1	predict_gene	human
AC003986.2	predict_gene	human
AC003986.3	predict_gene	human
AC003986.1	predict_gene	human
AC007091.1	predict_gene	human
AC004543.1	predict_gene	human
AC007001.1	predict_gene	human
AC099342.1	predict_gene	human
AC004130.1	predict_gene	human
AC002480.2	predict_gene	human
AC002480.3	predict_gene	human
AC002480.4	predict_gene	human
AC073072.1	predict_gene	human
AC005082.1	predict_gene	human
AC006026.3	predict_gene	human
AC003087.1	predict_gene	human
AC004485.1	predict_gene	human
AC003985.1	predict_gene	human
AC003985.2	predict_gene	human
AC091705.1	predict_gene	human
AC005165.1	predict_gene	human
AC010719.1	predict_gene	human
AC004520.1	predict_gene	human
AC004540.2	predict_gene	human
AC004540.1	predict_gene	human
AC004947.1	predict_gene	human
AC004080.3	predict_gene	human
AC004080.2	predict_gene	human
AC004080.1	predict_gene	human
AC004009.1	predict_gene	human
AC005091.1	predict_gene	human
AC005013.1	predict_gene	human
AC005162.3	predict_gene	human
AC005162.2	predict_gene	human
AC005162.1	predict_gene	human
AC005232.1	predict_gene	human
AC004593.3	predict_gene	human
AC004593.1	predict_gene	human
AC007255.1	predict_gene	human
AC007285.1	predict_gene	human
AC007285.2	predict_gene	human
AC007036.1	predict_gene	human
AC006978.2	predict_gene	human
AC006027.1	predict_gene	human
AC005154.6	predict_gene	human
AC005154.5	predict_gene	human
AC005154.4	predict_gene	human
AC004691.1	predict_gene	human
AC004691.2	predict_gene	human
AC005090.1	predict_gene	human
AC018637.1	predict_gene	human
AC018645.2	predict_gene	human
AC018648.1	predict_gene	human
AC008080.1	predict_gene	human
AC008080.2	predict_gene	human
AC008080.4	predict_gene	human
AC008080.3	predict_gene	human
AC009262.1	predict_gene	human
AC009531.1	predict_gene	human
AC007652.1	predict_gene	human
AC018647.2	predict_gene	human
AC018647.1	predict_gene	human
AC083864.2	predict_gene	human
AC083864.1	predict_gene	human
AC007327.2	predict_gene	human
AC006960.3	predict_gene	human
AC006960.2	predict_gene	human
AC007349.4	predict_gene	human
AC007349.1	predict_gene	human
AC007349.3	predict_gene	human
AC007349.2	predict_gene	human
AC006033.2	predict_gene	human
AC011290.1	predict_gene	human
AC004837.3	predict_gene	human
AC004837.2	predict_gene	human
AC072061.1	predict_gene	human
AC004988.1	predict_gene	human
AC010132.1	predict_gene	human
AC010132.4	predict_gene	human
AC010132.3	predict_gene	human
AC005537.1	predict_gene	human
AC004692.2	predict_gene	human
AC004951.1	predict_gene	human
AC013436.1	predict_gene	human
AC004854.2	predict_gene	human
AC073325.1	predict_gene	human
AC096582.3	predict_gene	human
AC073115.2	predict_gene	human
AC073115.1	predict_gene	human
AC023669.1	predict_gene	human
AC023669.2	predict_gene	human
AC004869.2	predict_gene	human
AC004869.1	predict_gene	human
AC011294.1	predict_gene	human
AC004870.4	predict_gene	human
AC004870.3	predict_gene	human
AC091770.1	predict_gene	human
AC091730.1	predict_gene	human
AC020743.1	predict_gene	human
AC020743.2	predict_gene	human
AC020743.3	predict_gene	human
AC124014.1	predict_gene	human
AC004920.1	predict_gene	human
AC004830.1	predict_gene	human
AC005999.1	predict_gene	human
AC079763.1	predict_gene	human
AC009468.2	predict_gene	human
AC009468.1	predict_gene	human
AC073521.1	predict_gene	human
AC011228.1	predict_gene	human
AC074351.1	predict_gene	human
AC099681.1	predict_gene	human
AC099681.3	predict_gene	human
AC099681.2	predict_gene	human
AC092647.5	predict_gene	human
AC092447.4	predict_gene	human
AC092447.8	predict_gene	human
AC092447.5	predict_gene	human
AC118758.3	predict_gene	human
AC099654.1	predict_gene	human
AC237221.1	predict_gene	human
AC069285.1	predict_gene	human
AC006455.1	predict_gene	human
AC006455.4	predict_gene	human
AC073188.3	predict_gene	human
AC073188.4	predict_gene	human
AC073188.2	predict_gene	human
AC073188.5	predict_gene	human
AC092634.5	predict_gene	human
AC092634.3	predict_gene	human
AC115220.1	predict_gene	human
AC091685.1	predict_gene	human
AC073349.1	predict_gene	human
AC104073.4	predict_gene	human
AC114501.3	predict_gene	human
AC068533.4	predict_gene	human
AC068533.3	predict_gene	human
AC008267.5	predict_gene	human
AC027644.4	predict_gene	human
AC027644.3	predict_gene	human
AC073335.2	predict_gene	human
AC006480.2	predict_gene	human
AC005482.1	predict_gene	human
AC092637.1	predict_gene	human
AC006013.1	predict_gene	human
AC093655.1	predict_gene	human
AC104688.1	predict_gene	human
AC069280.1	predict_gene	human
AC092100.1	predict_gene	human
AC006012.1	predict_gene	human
AC211476.2	predict_gene	human
AC099398.1	predict_gene	human
AC211433.2	predict_gene	human
AC211486.5	predict_gene	human
AC211486.2	predict_gene	human
AC005522.1	predict_gene	human
AC114737.1	predict_gene	human
AC098851.1	predict_gene	human
AC004921.1	predict_gene	human
AC004990.1	predict_gene	human
AC006355.2	predict_gene	human
AC003988.1	predict_gene	human
AC004862.1	predict_gene	human
AC005008.2	predict_gene	human
AC006145.1	predict_gene	human
AC079799.1	predict_gene	human
AC003984.1	predict_gene	human
AC074183.1	predict_gene	human
AC005009.1	predict_gene	human
AC005009.2	predict_gene	human
AC004023.1	predict_gene	human
AC005076.1	predict_gene	human
AC003991.2	predict_gene	human
AC003991.1	predict_gene	human
AC002127.2	predict_gene	human
AC002383.1	predict_gene	human
AC004969.1	predict_gene	human
AC002064.2	predict_gene	human
AC002064.1	predict_gene	human
AC002456.1	predict_gene	human
AC079760.2	predict_gene	human
AC079760.1	predict_gene	human
AC000058.1	predict_gene	human
AC007566.1	predict_gene	human
AC002454.1	predict_gene	human
AC002076.1	predict_gene	human
AC006378.1	predict_gene	human
AC003092.1	predict_gene	human
AC003092.2	predict_gene	human
AC002074.1	predict_gene	human
AC002429.2	predict_gene	human
AC005021.1	predict_gene	human
AC004012.1	predict_gene	human
AC002451.1	predict_gene	human
AC093799.1	predict_gene	human
AC004834.1	predict_gene	human
AC004922.1	predict_gene	human
AC005020.2	predict_gene	human
AC069294.1	predict_gene	human
AC004522.2	predict_gene	human
AC073842.2	predict_gene	human
AC073842.1	predict_gene	human
AC092849.2	predict_gene	human
AC092849.1	predict_gene	human
AC069281.1	predict_gene	human
AC254629.1	predict_gene	human
AC105446.1	predict_gene	human
AC006329.1	predict_gene	human
AC005096.1	predict_gene	human
AC005086.1	predict_gene	human
AC073517.1	predict_gene	human
AC093668.2	predict_gene	human
AC093668.3	predict_gene	human
AC093668.1	predict_gene	human
AC105052.1	predict_gene	human
AC105052.3	predict_gene	human
AC073127.1	predict_gene	human
AC005064.1	predict_gene	human
AC007384.1	predict_gene	human
AC005070.3	predict_gene	human
AC004884.2	predict_gene	human
AC073073.2	predict_gene	human
AC007032.1	predict_gene	human
AC005050.1	predict_gene	human
AC002384.1	predict_gene	human
AC004492.1	predict_gene	human
AC004839.1	predict_gene	human
AC002467.1	predict_gene	human
AC005046.1	predict_gene	human
AC005487.1	predict_gene	human
AC004014.1	predict_gene	human
AC002386.1	predict_gene	human
AC073071.1	predict_gene	human
AC092167.1	predict_gene	human
AC004112.1	predict_gene	human
AC002463.1	predict_gene	human
AC018464.1	predict_gene	human
AC073626.1	predict_gene	human
AC092590.1	predict_gene	human
AC093714.1	predict_gene	human
AC093714.2	predict_gene	human
AC073130.2	predict_gene	human
AC002066.1	predict_gene	human
AC006159.1	predict_gene	human
AC006159.2	predict_gene	human
AC106873.1	predict_gene	human
AC002465.1	predict_gene	human
AC000061.1	predict_gene	human
AC003084.1	predict_gene	human
AC004872.1	predict_gene	human
AC004946.1	predict_gene	human
AC004888.1	predict_gene	human
AC004875.1	predict_gene	human
AC015983.2	predict_gene	human
AC004594.1	predict_gene	human
AC073311.1	predict_gene	human
AC073323.1	predict_gene	human
AC006333.1	predict_gene	human
AC006333.2	predict_gene	human
AC004690.2	predict_gene	human
AC006148.1	predict_gene	human
AC006148.2	predict_gene	human
AC004930.1	predict_gene	human
AC019155.3	predict_gene	human
AC010099.4	predict_gene	human
AC019155.2	predict_gene	human
AC073486.1	predict_gene	human
AC003975.1	predict_gene	human
AC000372.1	predict_gene	human
AC000099.1	predict_gene	human
AC000123.1	predict_gene	human
AC000124.1	predict_gene	human
AC073934.1	predict_gene	human
AC018635.2	predict_gene	human
AC090114.2	predict_gene	human
AC018638.7	predict_gene	human
AC018638.6	predict_gene	human
AC011005.1	predict_gene	human
AC011005.4	predict_gene	human
AC078846.1	predict_gene	human
AC084864.1	predict_gene	human
AC073320.1	predict_gene	human
AC087071.1	predict_gene	human
AC087071.2	predict_gene	human
AC007938.1	predict_gene	human
AC007938.2	predict_gene	human
AC007938.3	predict_gene	human
AC016831.6	predict_gene	human
AC016831.7	predict_gene	human
AC016831.1	predict_gene	human
AC016831.5	predict_gene	human
AC058791.1	predict_gene	human
AC008264.2	predict_gene	human
AC009518.1	predict_gene	human
AC018643.1	predict_gene	human
AC011625.1	predict_gene	human
AC009365.1	predict_gene	human
AC009365.2	predict_gene	human
AC009365.3	predict_gene	human
AC008154.2	predict_gene	human
AC008154.1	predict_gene	human
AC009275.1	predict_gene	human
AC009276.1	predict_gene	human
AC083862.2	predict_gene	human
AC009542.1	predict_gene	human
AC091736.1	predict_gene	human
AC015987.1	predict_gene	human
AC024084.1	predict_gene	human
AC078845.1	predict_gene	human
AC009264.1	predict_gene	human
AC078842.2	predict_gene	human
AC078842.1	predict_gene	human
AC022173.1	predict_gene	human
AC083867.1	predict_gene	human
AC083880.1	predict_gene	human
AC005692.1	predict_gene	human
AC005692.2	predict_gene	human
AC073878.2	predict_gene	human
AC073878.1	predict_gene	human
AC004918.1	predict_gene	human
AC245088.2	predict_gene	human
AC245427.1	predict_gene	human
AC073342.2	predict_gene	human
AC073342.1	predict_gene	human
AC093673.2	predict_gene	human
AC093673.1	predict_gene	human
AC004889.1	predict_gene	human
AC074386.1	predict_gene	human
AC006007.1	predict_gene	human
AC006004.1	predict_gene	human
AC006974.1	predict_gene	human
AC006974.2	predict_gene	human
AC005229.4	predict_gene	human
AC004941.1	predict_gene	human
AC073314.1	predict_gene	human
AC004877.1	predict_gene	human
AC093458.1	predict_gene	human
AC092681.3	predict_gene	human
AC092681.2	predict_gene	human
AC092666.1	predict_gene	human
AC005586.1	predict_gene	human
AC073111.3	predict_gene	human
AC073111.1	predict_gene	human
AC073111.5	predict_gene	human
AC010973.1	predict_gene	human
AC010973.2	predict_gene	human
AC021097.2	predict_gene	human
AC021097.1	predict_gene	human
AC005486.1	predict_gene	human
AC005996.1	predict_gene	human
AC074257.1	predict_gene	human
AC006017.1	predict_gene	human
AC006019.3	predict_gene	human
AC006019.1	predict_gene	human
AC006019.2	predict_gene	human
AC073336.1	predict_gene	human
AC093726.1	predict_gene	human
AC093726.2	predict_gene	human
AC099552.1	predict_gene	human
AC099552.3	predict_gene	human
AC099552.2	predict_gene	human
AC144652.1	predict_gene	human
AC008060.1	predict_gene	human
AC008060.3	predict_gene	human
AC008060.2	predict_gene	human
AC009403.1	predict_gene	human
AC021218.1	predict_gene	human
AC073133.1	predict_gene	human
AC073133.2	predict_gene	human
AC005534.1	predict_gene	human
AC006357.1	predict_gene	human
