genes	class	species
AC027343.2	predict_gene	human
AC093305.1	predict_gene	human
AC025174.1	predict_gene	human
AC091965.1	predict_gene	human
AC091965.4	predict_gene	human
AC027328.1	predict_gene	human
AC091932.1	predict_gene	human
AC021088.1	predict_gene	human
AC091906.1	predict_gene	human
AC034229.1	predict_gene	human
AC034229.2	predict_gene	human
AC034229.3	predict_gene	human
AC034229.4	predict_gene	human
AC012640.1	predict_gene	human
AC012640.4	predict_gene	human
AC012640.3	predict_gene	human
AC012640.2	predict_gene	human
AC092336.1	predict_gene	human
AC012629.2	predict_gene	human
AC012629.1	predict_gene	human
AC106771.1	predict_gene	human
AC016553.1	predict_gene	human
AC016576.1	predict_gene	human
AC010491.1	predict_gene	human
AC016575.1	predict_gene	human
AC016651.1	predict_gene	human
AC010638.1	predict_gene	human
AC016650.1	predict_gene	human
AC092335.1	predict_gene	human
AC020980.1	predict_gene	human
AC022113.1	predict_gene	human
AC022113.2	predict_gene	human
AC026790.1	predict_gene	human
AC026785.2	predict_gene	human
AC026785.3	predict_gene	human
AC106774.10	predict_gene	human
AC106774.8	predict_gene	human
AC106774.9	predict_gene	human
AC106774.7	predict_gene	human
AC106774.6	predict_gene	human
AC106774.5	predict_gene	human
AC233724.20	predict_gene	human
AC233724.17	predict_gene	human
AC233724.18	predict_gene	human
AC233724.19	predict_gene	human
AC233724.15	predict_gene	human
AC233724.6	predict_gene	human
AC233724.16	predict_gene	human
AC233724.12	predict_gene	human
H3.Y	predict_gene	human
AC106744.1	predict_gene	human
AC106744.2	predict_gene	human
AC093274.1	predict_gene	human
AC091946.2	predict_gene	human
AC091946.1	predict_gene	human
AC010445.1	predict_gene	human
AC010387.1	predict_gene	human
AC091885.2	predict_gene	human
AC106821.1	predict_gene	human
AC099499.2	predict_gene	human
AC099499.1	predict_gene	human
AC106754.1	predict_gene	human
AC022140.1	predict_gene	human
AC025475.1	predict_gene	human
AC113347.4	predict_gene	human
AC113355.1	predict_gene	human
AC008825.1	predict_gene	human
AC113386.1	predict_gene	human
AC022447.3	predict_gene	human
AC022447.1	predict_gene	human
AC022447.7	predict_gene	human
AC025178.1	predict_gene	human
AC025181.2	predict_gene	human
AC010343.3	predict_gene	human
AC034223.1	predict_gene	human
AC034223.2	predict_gene	human
AC034231.1	predict_gene	human
AC034232.2	predict_gene	human
AC139792.1	predict_gene	human
AC025754.2	predict_gene	human
AC025754.1	predict_gene	human
AC026801.2	predict_gene	human
AC137810.1	predict_gene	human
AC112204.2	predict_gene	human
AC008957.2	predict_gene	human
AC008957.1	predict_gene	human
AC026741.1	predict_gene	human
AC008869.1	predict_gene	human
AC034226.1	predict_gene	human
AC010457.1	predict_gene	human
AC010425.1	predict_gene	human
AC091435.2	predict_gene	human
AC093277.1	predict_gene	human
AC108099.1	predict_gene	human
AC008945.1	predict_gene	human
AC008875.1	predict_gene	human
AC025171.3	predict_gene	human
AC025171.5	predict_gene	human
AC025171.2	predict_gene	human
AC025171.4	predict_gene	human
AC114947.2	predict_gene	human
AC114956.2	predict_gene	human
AC114956.1	predict_gene	human
AC104119.1	predict_gene	human
AC093292.1	predict_gene	human
AC093297.1	predict_gene	human
AC093297.2	predict_gene	human
AC114954.1	predict_gene	human
AC122694.1	predict_gene	human
AC112187.3	predict_gene	human
AC022441.1	predict_gene	human
AC022441.2	predict_gene	human
AC008808.2	predict_gene	human
AC008808.1	predict_gene	human
AC010478.1	predict_gene	human
AC091860.2	predict_gene	human
AC022126.1	predict_gene	human
AC025180.1	predict_gene	human
AC008966.2	predict_gene	human
AC008966.1	predict_gene	human
AC025175.1	predict_gene	human
AC112198.3	predict_gene	human
AC034238.3	predict_gene	human
AC034238.2	predict_gene	human
AC026704.1	predict_gene	human
AC008914.1	predict_gene	human
AC008892.1	predict_gene	human
AC016596.1	predict_gene	human
AC034245.1	predict_gene	human
AC008940.1	predict_gene	human
AC008937.2	predict_gene	human
AC008937.1	predict_gene	human
AC008937.3	predict_gene	human
AC016644.1	predict_gene	human
AC025470.2	predict_gene	human
AC008780.1	predict_gene	human
AC008780.2	predict_gene	human
AC106822.1	predict_gene	human
AC016642.1	predict_gene	human
AC008852.1	predict_gene	human
AC092343.1	predict_gene	human
AC034234.1	predict_gene	human
AC104113.1	predict_gene	human
AC022445.1	predict_gene	human
AC026746.1	predict_gene	human
AC026434.1	predict_gene	human
AC092354.2	predict_gene	human
AC092354.1	predict_gene	human
AC025176.1	predict_gene	human
AC010359.1	predict_gene	human
AC025442.1	predict_gene	human
AC113378.1	predict_gene	human
AC010420.1	predict_gene	human
AC112206.2	predict_gene	human
AC106798.1	predict_gene	human
AC024581.1	predict_gene	human
AC024579.1	predict_gene	human
AC010280.2	predict_gene	human
AC010280.3	predict_gene	human
AC010280.1	predict_gene	human
AC093523.1	predict_gene	human
AC093248.1	predict_gene	human
AC010273.2	predict_gene	human
AC010273.1	predict_gene	human
AC145146.1	predict_gene	human
AC140134.2	predict_gene	human
AC146944.4	predict_gene	human
AC139834.1	predict_gene	human
AC145141.2	predict_gene	human
AC145141.1	predict_gene	human
AC063979.2	predict_gene	human
AC035140.1	predict_gene	human
AC008972.1	predict_gene	human
AC008972.2	predict_gene	human
AC116345.3	predict_gene	human
AC116345.1	predict_gene	human
AC099522.2	predict_gene	human
AC091868.2	predict_gene	human
AC093283.1	predict_gene	human
AC106732.1	predict_gene	human
AC010501.1	predict_gene	human
AC116337.3	predict_gene	human
AC008897.2	predict_gene	human
AC008897.3	predict_gene	human
AC010245.1	predict_gene	human
AC010245.2	predict_gene	human
AC026774.1	predict_gene	human
AC113404.1	predict_gene	human
AC026725.1	predict_gene	human
AC025188.1	predict_gene	human
AC008581.2	predict_gene	human
AC008581.1	predict_gene	human
AC022414.1	predict_gene	human
AC108482.1	predict_gene	human
AC008496.2	predict_gene	human
AC012636.1	predict_gene	human
AC010260.1	predict_gene	human
AC008771.1	predict_gene	human
AC008434.1	predict_gene	human
AC026427.1	predict_gene	human
AC026726.1	predict_gene	human
AC026782.1	predict_gene	human
AC026782.2	predict_gene	human
AC008885.2	predict_gene	human
AC108174.1	predict_gene	human
AC027338.2	predict_gene	human
AC027338.1	predict_gene	human
AC104118.1	predict_gene	human
AC113383.1	predict_gene	human
AC114928.1	predict_gene	human
AC117522.2	predict_gene	human
AC010486.1	predict_gene	human
AC010486.2	predict_gene	human
AC010486.3	predict_gene	human
AC010595.1	predict_gene	human
AC026414.1	predict_gene	human
AC016550.1	predict_gene	human
AC016550.2	predict_gene	human
AC016550.3	predict_gene	human
AC008539.1	predict_gene	human
AC109492.1	predict_gene	human
AC018754.1	predict_gene	human
AC091826.2	predict_gene	human
AC008525.1	predict_gene	human
AC008525.2	predict_gene	human
AC074131.1	predict_gene	human
AC008448.1	predict_gene	human
AC113167.1	predict_gene	human
AC099554.1	predict_gene	human
AC093281.1	predict_gene	human
AC093281.2	predict_gene	human
AC123595.1	predict_gene	human
AC123595.2	predict_gene	human
AC008799.2	predict_gene	human
AC114316.2	predict_gene	human
AC114316.1	predict_gene	human
AC124854.1	predict_gene	human
AC026780.1	predict_gene	human
AC026780.2	predict_gene	human
AC008517.1	predict_gene	human
AC012625.1	predict_gene	human
AC108102.1	predict_gene	human
AC008534.1	predict_gene	human
AC012312.1	predict_gene	human
AC008840.1	predict_gene	human
AC008592.4	predict_gene	human
AC008592.5	predict_gene	human
AC104123.1	predict_gene	human
AC008592.2	predict_gene	human
AC099509.1	predict_gene	human
AC099509.2	predict_gene	human
AC020900.1	predict_gene	human
AC008906.1	predict_gene	human
AC008906.2	predict_gene	human
AC009126.1	predict_gene	human
AC008883.1	predict_gene	human
AC008883.2	predict_gene	human
AC008522.1	predict_gene	human
AC113385.1	predict_gene	human
AC021086.1	predict_gene	human
AC027315.1	predict_gene	human
AC008948.1	predict_gene	human
AC094108.1	predict_gene	human
AC099487.1	predict_gene	human
AC011362.1	predict_gene	human
AC010406.1	predict_gene	human
AC099520.1	predict_gene	human
AC099520.2	predict_gene	human
AC091987.1	predict_gene	human
AC024587.2	predict_gene	human
AC008871.1	predict_gene	human
AC008467.1	predict_gene	human
AC091917.3	predict_gene	human
AC091917.2	predict_gene	human
AC091917.1	predict_gene	human
AC012603.1	predict_gene	human
AC010395.1	predict_gene	human
AC008572.1	predict_gene	human
AC010468.2	predict_gene	human
AC010275.1	predict_gene	human
AC010261.1	predict_gene	human
AC010261.2	predict_gene	human
AC104126.1	predict_gene	human
AC008575.1	predict_gene	human
AC079465.1	predict_gene	human
AC106789.1	predict_gene	human
AC010230.1	predict_gene	human
AC094104.2	predict_gene	human
AC094104.1	predict_gene	human
AC008494.2	predict_gene	human
AC008494.3	predict_gene	human
AC010226.1	predict_gene	human
AC008549.2	predict_gene	human
AC008549.1	predict_gene	human
AC034236.3	predict_gene	human
AC034236.2	predict_gene	human
AC018752.1	predict_gene	human
AC010267.1	predict_gene	human
AC093534.2	predict_gene	human
AC093206.1	predict_gene	human
AC008629.1	predict_gene	human
AC008574.1	predict_gene	human
AC113418.1	predict_gene	human
AC114284.1	predict_gene	human
AC008568.1	predict_gene	human
AC010255.1	predict_gene	human
AC010255.3	predict_gene	human
AC010255.2	predict_gene	human
AC113349.2	predict_gene	human
AC113349.1	predict_gene	human
AC119150.1	predict_gene	human
AC022101.1	predict_gene	human
AC106786.2	predict_gene	human
AC106786.1	predict_gene	human
AC016556.1	predict_gene	human
AC025465.2	predict_gene	human
AC025465.4	predict_gene	human
AC025465.3	predict_gene	human
AC025465.1	predict_gene	human
AC112196.1	predict_gene	human
AC109464.1	predict_gene	human
AC109464.2	predict_gene	human
AC109471.1	predict_gene	human
AC010235.1	predict_gene	human
AC093535.1	predict_gene	human
AC011416.3	predict_gene	human
AC010424.2	predict_gene	human
AC010424.3	predict_gene	human
AC022118.1	predict_gene	human
AC068658.1	predict_gene	human
AC008591.1	predict_gene	human
AC008695.1	predict_gene	human
AC026398.1	predict_gene	human
AC034228.3	predict_gene	human
AC034228.1	predict_gene	human
AC034228.2	predict_gene	human
AC063976.1	predict_gene	human
AC116366.3	predict_gene	human
AC116366.2	predict_gene	human
AC116366.1	predict_gene	human
AC004039.1	predict_gene	human
AC004775.1	predict_gene	human
AC010240.3	predict_gene	human
AC113410.2	predict_gene	human
AC010307.2	predict_gene	human
AC010307.3	predict_gene	human
AC010307.4	predict_gene	human
AC010608.1	predict_gene	human
AC008608.2	predict_gene	human
AC104109.3	predict_gene	human
AC104109.2	predict_gene	human
AC109454.2	predict_gene	human
AC109454.3	predict_gene	human
AC005355.1	predict_gene	human
AC008406.3	predict_gene	human
AC008406.2	predict_gene	human
AC008406.1	predict_gene	human
AC026691.1	predict_gene	human
AC022092.1	predict_gene	human
AC034206.1	predict_gene	human
AC002428.2	predict_gene	human
AC002428.1	predict_gene	human
AC063980.1	predict_gene	human
AC112178.1	predict_gene	human
AC109439.2	predict_gene	human
AC106791.2	predict_gene	human
AC106791.1	predict_gene	human
AC113382.1	predict_gene	human
AC113382.2	predict_gene	human
AC104116.1	predict_gene	human
AC034243.1	predict_gene	human
AC011405.1	predict_gene	human
AC135457.1	predict_gene	human
AC142391.1	predict_gene	human
AC113361.1	predict_gene	human
AC008667.1	predict_gene	human
AC008667.3	predict_gene	human
AC008667.4	predict_gene	human
AC008667.2	predict_gene	human
AC008438.2	predict_gene	human
AC008438.1	predict_gene	human
AC005609.5	predict_gene	human
AC005609.2	predict_gene	human
AC005609.4	predict_gene	human
AC005609.3	predict_gene	human
AC005609.1	predict_gene	human
AC010223.1	predict_gene	human
AC244517.5	predict_gene	human
AC244517.9	predict_gene	human
AC244517.2	predict_gene	human
AC244517.1	predict_gene	human
AC244517.11	predict_gene	human
AC244517.12	predict_gene	human
AC244517.6	predict_gene	human
AC244517.4	predict_gene	human
AC244517.7	predict_gene	human
AC244517.10	predict_gene	human
AC005618.1	predict_gene	human
AC005618.3	predict_gene	human
AC005618.2	predict_gene	human
AC008781.2	predict_gene	human
AC008781.1	predict_gene	human
AC005753.1	predict_gene	human
AC005740.4	predict_gene	human
AC005740.3	predict_gene	human
AC005592.1	predict_gene	human
AC016598.1	predict_gene	human
AC016598.2	predict_gene	human
AC132803.1	predict_gene	human
AC137770.1	predict_gene	human
AC008700.1	predict_gene	human
AC091887.1	predict_gene	human
AC091959.3	predict_gene	human
AC011396.2	predict_gene	human
AC011396.1	predict_gene	human
AC008728.1	predict_gene	human
AC011373.1	predict_gene	human
AC011352.1	predict_gene	human
AC011352.3	predict_gene	human
AC091948.1	predict_gene	human
AC114939.1	predict_gene	human
AC116312.1	predict_gene	human
AC012613.1	predict_gene	human
AC012613.2	predict_gene	human
AC131025.1	predict_gene	human
AC131025.2	predict_gene	human
AC011383.1	predict_gene	human
AC008453.1	predict_gene	human
AC008641.1	predict_gene	human
AC011337.1	predict_gene	human
AC011374.1	predict_gene	human
AC011374.2	predict_gene	human
AC091982.1	predict_gene	human
AC091982.3	predict_gene	human
AC091962.1	predict_gene	human
AC026688.2	predict_gene	human
AC025434.1	predict_gene	human
AC011377.1	predict_gene	human
AC010609.1	predict_gene	human
AC009185.1	predict_gene	human
AC008676.1	predict_gene	human
AC106801.1	predict_gene	human
AC025437.5	predict_gene	human
AC025437.4	predict_gene	human
AC025437.3	predict_gene	human
AC025437.2	predict_gene	human
AC025437.1	predict_gene	human
AC091979.1	predict_gene	human
AC091979.2	predict_gene	human
AC091939.1	predict_gene	human
AC136424.2	predict_gene	human
AC136424.1	predict_gene	human
AC134043.1	predict_gene	human
AC008691.1	predict_gene	human
AC008703.1	predict_gene	human
AC008609.1	predict_gene	human
AC008456.1	predict_gene	human
AC011363.1	predict_gene	human
AC091944.1	predict_gene	human
AC113414.1	predict_gene	human
AC008662.1	predict_gene	human
AC008662.2	predict_gene	human
AC109466.1	predict_gene	human
AC008415.1	predict_gene	human
AC114321.1	predict_gene	human
AC091819.2	predict_gene	human
AC091819.1	predict_gene	human
AC091820.2	predict_gene	human
AC091820.1	predict_gene	human
AC008601.1	predict_gene	human
AC008708.2	predict_gene	human
AC008464.1	predict_gene	human
AC008705.1	predict_gene	human
AC011369.1	predict_gene	human
AC008637.1	predict_gene	human
AC011365.2	predict_gene	human
AC011365.1	predict_gene	human
AC011389.2	predict_gene	human
AC011389.1	predict_gene	human
AC008680.1	predict_gene	human
AC034199.1	predict_gene	human
AC027306.1	predict_gene	human
AC008619.1	predict_gene	human
AC027312.1	predict_gene	human
AC008514.1	predict_gene	human
AC091980.2	predict_gene	human
AC011410.1	predict_gene	human
AC027309.1	predict_gene	human
AC022217.2	predict_gene	human
AC022217.3	predict_gene	human
AC110011.1	predict_gene	human
AC008429.1	predict_gene	human
AC008429.3	predict_gene	human
AC008378.1	predict_gene	human
AC016573.1	predict_gene	human
AC008632.1	predict_gene	human
AC008663.1	predict_gene	human
AC008663.3	predict_gene	human
AC008663.2	predict_gene	human
AC113423.1	predict_gene	human
AC113423.2	predict_gene	human
AC025752.1	predict_gene	human
AC108112.1	predict_gene	human
AC113346.2	predict_gene	human
AC113346.1	predict_gene	human
AC008413.2	predict_gene	human
AC138965.1	predict_gene	human
AC139491.3	predict_gene	human
AC139491.1	predict_gene	human
AC139491.7	predict_gene	human
AC139491.4	predict_gene	human
AC138956.1	predict_gene	human
AC138956.2	predict_gene	human
AC113391.1	predict_gene	human
AC113391.2	predict_gene	human
AC145098.1	predict_gene	human
AC139795.3	predict_gene	human
AC139795.2	predict_gene	human
AC138819.1	predict_gene	human
AC140125.2	predict_gene	human
AC140125.1	predict_gene	human
AC140125.3	predict_gene	human
AC106795.3	predict_gene	human
AC106795.2	predict_gene	human
AC106795.5	predict_gene	human
AC136601.1	predict_gene	human
AC104117.5	predict_gene	human
AC104117.3	predict_gene	human
AC109479.3	predict_gene	human
AC109479.1	predict_gene	human
AC136628.1	predict_gene	human
AC136628.4	predict_gene	human
AC136604.2	predict_gene	human
AC136604.3	predict_gene	human
AC008393.1	predict_gene	human
AC010285.1	predict_gene	human
AC008610.1	predict_gene	human
AC034213.1	predict_gene	human
AC008443.5	predict_gene	human
AC008443.6	predict_gene	human
AC008443.4	predict_gene	human
AC008443.2	predict_gene	human
AC008443.3	predict_gene	human
AC138035.1	predict_gene	human
AC138035.2	predict_gene	human
AL035696.3	predict_gene	human
AL035696.1	predict_gene	human
AL031770.1	predict_gene	human
AL357054.4	predict_gene	human
AL357054.2	predict_gene	human
AL357054.3	predict_gene	human
AL392183.1	predict_gene	human
AL356130.1	predict_gene	human
AL356130.2	predict_gene	human
AL033381.2	predict_gene	human
AL033381.1	predict_gene	human
AL034346.1	predict_gene	human
AL512329.2	predict_gene	human
AL031768.1	predict_gene	human
AL133351.2	predict_gene	human
AL133351.1	predict_gene	human
AL031963.2	predict_gene	human
AL031963.3	predict_gene	human
AL031963.1	predict_gene	human
AL445309.1	predict_gene	human
AL138881.1	predict_gene	human
AL391422.3	predict_gene	human
AL590004.3	predict_gene	human
AL590004.4	predict_gene	human
AL138831.2	predict_gene	human
AL138831.1	predict_gene	human
AL136309.4	predict_gene	human
AL136309.2	predict_gene	human
AL136309.3	predict_gene	human
AL162718.1	predict_gene	human
AL159166.1	predict_gene	human
AL034376.2	predict_gene	human
AL034376.1	predict_gene	human
AL356747.1	predict_gene	human
AL022725.1	predict_gene	human
AL359643.3	predict_gene	human
AL359643.2	predict_gene	human
AL021328.1	predict_gene	human
AL022097.1	predict_gene	human
AL136307.1	predict_gene	human
AL031123.2	predict_gene	human
AL031123.1	predict_gene	human
AL136361.1	predict_gene	human
AL158817.1	predict_gene	human
AL139390.1	predict_gene	human
AL139095.4	predict_gene	human
AL031058.1	predict_gene	human
AL359378.1	predict_gene	human
AL137220.1	predict_gene	human
AL138885.3	predict_gene	human
AL138885.2	predict_gene	human
AL139039.3	predict_gene	human
AL024498.1	predict_gene	human
AL024498.2	predict_gene	human
AL357497.1	predict_gene	human
AL139807.1	predict_gene	human
AL445430.1	predict_gene	human
AL445430.2	predict_gene	human
AL357518.1	predict_gene	human
AL022724.1	predict_gene	human
AL157373.1	predict_gene	human
AL157373.2	predict_gene	human
AL008729.1	predict_gene	human
AL008729.2	predict_gene	human
AL441883.1	predict_gene	human
AL023583.1	predict_gene	human
AL022396.1	predict_gene	human
AL353152.1	predict_gene	human
AL080313.2	predict_gene	human
AL080313.1	predict_gene	human
AL109914.1	predict_gene	human
AL138720.1	predict_gene	human
AL136162.1	predict_gene	human
AL009031.1	predict_gene	human
AL137003.1	predict_gene	human
AL137003.2	predict_gene	human
AL138724.1	predict_gene	human
AL357052.1	predict_gene	human
AL022068.1	predict_gene	human
AL158198.1	predict_gene	human
AL513188.1	predict_gene	human
AL031767.1	predict_gene	human
AL512380.1	predict_gene	human
AL512380.2	predict_gene	human
AL359694.2	predict_gene	human
AL033539.1	predict_gene	human
AL035401.1	predict_gene	human
AL139231.1	predict_gene	human
AL031775.1	predict_gene	human
AL031775.2	predict_gene	human
AL133264.2	predict_gene	human
AL512428.1	predict_gene	human
AL133268.3	predict_gene	human
AL133268.2	predict_gene	human
U91328.2	predict_gene	human
U91328.1	predict_gene	human
U91328.3	predict_gene	human
AL353759.1	predict_gene	human
AL031777.3	predict_gene	human
AL121936.1	predict_gene	human
AL513548.3	predict_gene	human
AL513548.1	predict_gene	human
AL133255.1	predict_gene	human
AL021807.1	predict_gene	human
AL031118.1	predict_gene	human
AL009179.1	predict_gene	human
AL121944.1	predict_gene	human
AL358933.1	predict_gene	human
AL021997.3	predict_gene	human
AL049543.1	predict_gene	human
AL662890.1	predict_gene	human
AL662791.1	predict_gene	human
AL662791.2	predict_gene	human
AL645937.2	predict_gene	human
AL645937.4	predict_gene	human
AL662860.1	predict_gene	human
AL645939.4	predict_gene	human
AL645929.2	predict_gene	human
AL662797.1	predict_gene	human
AL662844.4	predict_gene	human
AL662844.3	predict_gene	human
AL645933.2	predict_gene	human
AL662899.2	predict_gene	human
AL662899.1	predict_gene	human
AL645922.1	predict_gene	human
AL662884.4	predict_gene	human
AL662796.1	predict_gene	human
AL669918.1	predict_gene	human
AL645941.2	predict_gene	human
AL645941.3	predict_gene	human
AL645940.1	predict_gene	human
AL662820.1	predict_gene	human
AL138889.1	predict_gene	human
AL451165.2	predict_gene	human
Z97832.2	predict_gene	human
AL033519.3	predict_gene	human
AL157823.2	predict_gene	human
Z84485.1	predict_gene	human
Z84484.1	predict_gene	human
AL122034.1	predict_gene	human
AL353597.1	predict_gene	human
AL121574.1	predict_gene	human
AL391415.1	predict_gene	human
AL034345.2	predict_gene	human
AL590999.1	predict_gene	human
AL139275.2	predict_gene	human
AL139275.1	predict_gene	human
AL583854.1	predict_gene	human
AL035588.1	predict_gene	human
AL365205.3	predict_gene	human
AL365205.1	predict_gene	human
AL365205.2	predict_gene	human
AL160163.1	predict_gene	human
AL513008.1	predict_gene	human
AL512274.1	predict_gene	human
AL096814.1	predict_gene	human
AL035587.1	predict_gene	human
AL136304.1	predict_gene	human
AL355385.1	predict_gene	human
AL133375.1	predict_gene	human
AL355802.2	predict_gene	human
AL136131.2	predict_gene	human
AL136131.3	predict_gene	human
AL157371.2	predict_gene	human
AL157371.1	predict_gene	human
AL109615.3	predict_gene	human
AL109615.2	predict_gene	human
AL353588.1	predict_gene	human
AL136140.1	predict_gene	human
AL096865.1	predict_gene	human
AL035701.1	predict_gene	human
AL359633.2	predict_gene	human
AL591242.1	predict_gene	human
AL161618.1	predict_gene	human
AL096772.1	predict_gene	human
AL355353.1	predict_gene	human
AL356421.2	predict_gene	human
AL121974.1	predict_gene	human
AL359458.1	predict_gene	human
AL138826.1	predict_gene	human
AL360175.1	predict_gene	human
AL135908.1	predict_gene	human
AL355997.1	predict_gene	human
AL034374.1	predict_gene	human
AL033397.2	predict_gene	human
AL033397.1	predict_gene	human
AL590652.1	predict_gene	human
AL513211.1	predict_gene	human
AL033384.2	predict_gene	human
AL033384.1	predict_gene	human
AL589946.1	predict_gene	human
AL512363.1	predict_gene	human
AL512422.1	predict_gene	human
FO680682.1	predict_gene	human
AL021368.3	predict_gene	human
AL021368.1	predict_gene	human
AL021368.2	predict_gene	human
AL445250.1	predict_gene	human
AL590227.1	predict_gene	human
AL135905.1	predict_gene	human
AL354719.2	predict_gene	human
AL357375.1	predict_gene	human
AL713998.1	predict_gene	human
AL646090.1	predict_gene	human
AL391807.1	predict_gene	human
AL160262.1	predict_gene	human
AL365226.2	predict_gene	human
AL365226.1	predict_gene	human
AL583856.2	predict_gene	human
AL136164.2	predict_gene	human
AL136164.1	predict_gene	human
AL365232.1	predict_gene	human
AC019205.1	predict_gene	human
AL603910.1	predict_gene	human
AL121972.1	predict_gene	human
AL590428.1	predict_gene	human
AL357507.1	predict_gene	human
AL356277.3	predict_gene	human
AL356277.2	predict_gene	human
AL080250.1	predict_gene	human
AL445465.1	predict_gene	human
AL445465.2	predict_gene	human
AL591030.1	predict_gene	human
AL590426.2	predict_gene	human
AL121718.1	predict_gene	human
AL450327.1	predict_gene	human
AL078601.2	predict_gene	human
AL451064.1	predict_gene	human
AL132875.2	predict_gene	human
AL359715.3	predict_gene	human
AL359715.1	predict_gene	human
AL359715.2	predict_gene	human
AL359693.1	predict_gene	human
AL360157.1	predict_gene	human
AL355613.1	predict_gene	human
AL136972.1	predict_gene	human
AL034347.1	predict_gene	human
AL161621.1	predict_gene	human
AL589666.1	predict_gene	human
AL139274.2	predict_gene	human
AL049697.1	predict_gene	human
AL139042.1	predict_gene	human
AL353135.1	predict_gene	human
AL159174.1	predict_gene	human
AL096678.1	predict_gene	human
AL121787.1	predict_gene	human
AL132996.1	predict_gene	human
AL080284.1	predict_gene	human
AL133457.1	predict_gene	human
AL138731.1	predict_gene	human
AL391336.1	predict_gene	human
AL157378.1	predict_gene	human
AL033379.1	predict_gene	human
AL589740.1	predict_gene	human
AL080316.1	predict_gene	human
AL590727.1	predict_gene	human
AL589826.2	predict_gene	human
AL513550.1	predict_gene	human
AL137784.2	predict_gene	human
Z86062.2	predict_gene	human
AL133338.1	predict_gene	human
AL133406.3	predict_gene	human
AL133406.2	predict_gene	human
Z97206.2	predict_gene	human
AL591518.1	predict_gene	human
AL356859.1	predict_gene	human
AL109920.1	predict_gene	human
AL121957.1	predict_gene	human
AL024507.2	predict_gene	human
Z98200.1	predict_gene	human
Z98742.1	predict_gene	human
AL390208.1	predict_gene	human
AL359711.2	predict_gene	human
AL109947.1	predict_gene	human
AL512303.1	predict_gene	human
AC002464.1	predict_gene	human
AL360227.1	predict_gene	human
AL080317.1	predict_gene	human
AL080317.2	predict_gene	human
AL080317.3	predict_gene	human
Z97989.1	predict_gene	human
Z99289.1	predict_gene	human
Z99289.2	predict_gene	human
Z99289.3	predict_gene	human
AL365214.2	predict_gene	human
AL365214.3	predict_gene	human
AL357514.1	predict_gene	human
AL589684.1	predict_gene	human
AL513123.1	predict_gene	human
FO393415.3	predict_gene	human
FO393415.1	predict_gene	human
AL138830.2	predict_gene	human
AL138830.1	predict_gene	human
AL050331.2	predict_gene	human
Z84488.2	predict_gene	human
Z84488.1	predict_gene	human
AL445224.1	predict_gene	human
AL132671.2	predict_gene	human
AL132671.1	predict_gene	human
AL365275.1	predict_gene	human
AL450332.1	predict_gene	human
AL365259.1	predict_gene	human
AC020559.1	predict_gene	human
AL096711.2	predict_gene	human
AL590006.1	predict_gene	human
AL034349.1	predict_gene	human
AL356124.2	predict_gene	human
AL356124.1	predict_gene	human
AL355581.1	predict_gene	human
AL583803.1	predict_gene	human
AL117378.1	predict_gene	human
AL133346.1	predict_gene	human
AL021408.1	predict_gene	human
AL032821.1	predict_gene	human
AL024497.1	predict_gene	human
AL024497.2	predict_gene	human
AL450270.1	predict_gene	human
AL078590.2	predict_gene	human
AL078590.3	predict_gene	human
AL078590.1	predict_gene	human
AL596188.1	predict_gene	human
AL121970.1	predict_gene	human
AL445190.1	predict_gene	human
AL353596.1	predict_gene	human
AL023693.1	predict_gene	human
AL049552.1	predict_gene	human
AL035604.1	predict_gene	human
AL133319.1	predict_gene	human
AL138828.1	predict_gene	human
AL023284.4	predict_gene	human
AL024508.2	predict_gene	human
AL024508.1	predict_gene	human
AL135902.1	predict_gene	human
AL135902.2	predict_gene	human
AL356234.2	predict_gene	human
AL356234.3	predict_gene	human
AL357060.1	predict_gene	human
AL591468.1	predict_gene	human
AL590617.2	predict_gene	human
AL031772.1	predict_gene	human
AL158850.1	predict_gene	human
AL050338.1	predict_gene	human
AL138737.1	predict_gene	human
AL035446.1	predict_gene	human
AL355596.1	predict_gene	human
AL360007.1	predict_gene	human
AL359313.1	predict_gene	human
AL023584.1	predict_gene	human
AL023584.2	predict_gene	human
AL355304.1	predict_gene	human
AL023581.2	predict_gene	human
AL023581.1	predict_gene	human
AL049844.1	predict_gene	human
AL049844.3	predict_gene	human
AL024474.2	predict_gene	human
AL023806.1	predict_gene	human
AL023806.2	predict_gene	human
AL356599.1	predict_gene	human
AL359547.1	predict_gene	human
AL138916.1	predict_gene	human
AL138916.2	predict_gene	human
AL033504.1	predict_gene	human
AL365271.1	predict_gene	human
AL445123.1	predict_gene	human
AL359382.1	predict_gene	human
AL513164.1	predict_gene	human
AL357992.1	predict_gene	human
AL031056.1	predict_gene	human
AL031056.2	predict_gene	human
AL078581.2	predict_gene	human
AL078581.3	predict_gene	human
AL078581.1	predict_gene	human
AL358852.1	predict_gene	human
AL355312.2	predict_gene	human
AL355312.4	predict_gene	human
AL355312.3	predict_gene	human
AL355497.2	predict_gene	human
AL450344.2	predict_gene	human
AL133260.2	predict_gene	human
AL138733.1	predict_gene	human
AL138733.2	predict_gene	human
AL356311.1	predict_gene	human
AL049548.1	predict_gene	human
AL160162.1	predict_gene	human
AL080276.2	predict_gene	human
AL590867.1	predict_gene	human
AL590867.3	predict_gene	human
AL596202.1	predict_gene	human
